,index,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
949,3289,Attacking Midfield,30,Kevin De Bruyne,0.32,0.25,0.32,0,0,0.18,0,0.31,0.31,0.38,0.68,3.27,1.02,31.20%,0.1,0.31,19.1,0.35,0.09,0.01,0.01,48.03,62.64,76.70%,924.05,243.52,21.62,25.14,86.00%,18.17,22.22,81.80%,7.5,12.29,61.00%,3.03,5.77,2.71,0.28,6.9,56.97,5.67,1.51,0.63,8.1,2.89,2.89,3.63,1.2,1.23,0.25,46.48,6.09,10.07,7.25,53.45,0.95,0.32,0.32,0.53,1.44,2.71,1.06,5.56,3.91,0.81,0.28,0.25,0.14,0.18,0.46,0.39,0,0.04,0.04,0,0,1.16,0.81,0.21,0.56,0.39,0.28,2.04,13.80%,1.76,19.58,5.28,27.00%,2.25,8.03,9.3,1.2,0.14,0,0.81,1.97,0.35,0,74.82,0.6,5.99,34.86,39.65,4.44,69.05,1.65,2.71,61.00%,1.8,0.11,52.11,254.33,157.99,8.56,3.35,1.13,1.69,1.76,66.06,57.36,86.80%,7.43,0,1.23,1.62,0.04,0.04,0,0,7.01,0.35,0.88,28.60%,€100.00
950,3292,Centre-Forward,34,KÃ©vin Gameiro,0.45,0.06,0.39,0.06,0.11,0,0,0.39,0.3,0.04,0.35,1.67,0.61,36.70%,0.23,0.64,15.7,0,0.18,0.06,0.09,22.43,28.01,80.10%,301.47,35.65,15.01,17.02,88.20%,5.75,7.42,77.40%,0.78,1.67,46.70%,0.33,0.61,0.5,0,1.34,26.17,1.84,0,0,5.58,0.22,0.45,0,0,0,0,22.26,3.74,2.01,1.95,24.27,1.12,0.11,0.22,0.17,0.39,1.17,0.67,1,0.84,0,0,0.17,0,0,0.22,0.22,0,0,0,0,0,0.67,0.5,0.28,0.22,0.17,0.11,0.67,16.70%,0.56,16.35,3.79,23.20%,1.56,7.87,6.92,0.73,0.06,0,0.39,1.06,0.06,0,38.16,0.22,2.73,17.74,19.58,4.35,36.21,0.61,1.34,45.80%,0.73,0.06,25.61,119.74,58.2,3.12,0.89,0.84,2.68,1.79,47.99,29.01,60.50%,9.21,0,0.5,0.56,0.61,0,0,0,3.91,0.39,2.06,15.90%,€3.00
951,3294,Central Midfield,31,Kevin Kampl,0,0.07,0,0,0,0.26,0,0.04,0.04,0.09,0.13,0.55,0.11,20.00%,0,0,22.1,0,0.07,-0.04,-0.04,56.48,63,89.60%,994.46,224.1,24.9,26.34,94.50%,24.28,26.82,90.50%,6,7.7,78.00%,0.74,4.97,0.96,0,5.05,60.68,2.32,1.84,0.11,9.98,0.63,0.18,0.07,0.04,0.04,0,50.84,5.64,6.52,6.34,53.79,1.69,0.37,0.18,0.11,0.59,1.22,0.99,1.92,1.73,0.04,0.04,0,0.07,0.04,0.22,0.22,0,0,0,0,0,2.1,1.55,0.7,1.14,0.26,0.52,1.62,31.80%,1.11,17.94,6.56,36.60%,4.83,10.24,2.87,1.25,0.26,0,1.73,3.83,1.18,0,71.14,2.06,14.37,46.34,15.18,0.66,69,0.7,0.92,76.00%,0.74,0.04,51.02,268.78,113.72,4.97,1.81,0.22,0.55,0.77,53.16,49.99,94.00%,1.33,0,2.03,0.99,0,0,0.07,0,11.75,0.7,0.99,41.30%,€10.00
952,3295,Centre-Forward,29,Kevin Lasagna,0.16,0.08,0.16,0,0,0.04,0,0.34,0.34,0.08,0.42,2.54,0.7,27.40%,0.06,0.24,14.4,0.04,0.13,-0.18,-0.18,13.79,18.26,75.50%,203.64,34.43,8.5,9.89,85.90%,3.53,4.76,74.10%,1.03,1.52,67.60%,0.78,0.9,0.45,0.04,1.07,16.37,1.89,0,0,5.42,0.53,0.53,0,0,0,0,11.24,4.39,2.63,12.11,3.32,0.86,0.12,0.82,0,0.25,0.49,0.7,2.09,1.4,0,0.12,0.21,0.21,0.16,0.33,0.16,0,0.08,0,0.04,0.04,0.45,0.12,0.08,0.25,0.12,0.16,0.57,28.60%,0.41,14.69,3.53,24.00%,1.31,5.05,8.33,0.78,0.08,0,0.41,0.86,0.74,0,30.9,0.78,2.38,14.16,16.25,5.29,28.97,0.74,1.6,46.20%,0.9,0.04,19.21,99.56,49.21,2.54,0.9,0.7,3,2.13,50.07,21.71,43.40%,8.58,0,2.13,1.52,1.15,0,0,0,3.78,1.52,4.06,27.20%,€5.00
953,3297,Right-Back,30,KÃ©vin Malcuit,0,0.18,0,0,0,0.18,0,0.05,0.05,0.09,0.16,0.91,0.18,20.00%,0,0,17.6,0,0.06,-0.05,-0.05,33.23,44.36,74.90%,564.1,154.08,16.98,19.35,87.70%,12.23,16.25,75.30%,3.1,6.02,51.50%,0.55,1.28,0.91,0.55,2.92,35.96,8.4,0.37,0.18,4.56,0.55,2.74,0,0,0,0,25.74,10.59,8.03,2.37,31.4,1.46,8.03,0.18,0.37,0.91,0.91,1.64,1.46,1.1,0,0.37,0,0,0,0.37,0.37,0,0,0,0,0,1.64,0.37,1.1,0.55,0,0.55,1.28,42.90%,0.73,15.33,3.47,22.60%,6.39,5.66,3.29,1.83,0.18,0,1.1,2.74,2.01,0,55.5,2.19,14.6,25.01,20.63,1.83,47.28,1.64,2.92,56.30%,1.64,0,33.23,198.8,127.61,6.39,2.19,0.73,1.46,1.1,36.69,30.67,83.60%,2.19,0,2.01,0.73,0,0,0,0,8.95,1.1,1.1,50.00%,€3.50
954,3299,Right-Back,26,Kevin Mbabu,0,0.03,0,0,0,0.41,0,0.03,0.03,0.09,0.13,0.53,0.16,29.40%,0,0,12.2,0,0.06,-0.03,-0.03,40.1,57.18,70.10%,818.29,375.14,13.35,16.8,79.40%,20.95,26.19,80.00%,5.62,11.49,48.90%,0.94,3.55,1.54,0.72,6.69,45.94,11.24,0.44,0,6.78,1.26,3.14,0,0,0,0,28.55,11.84,16.8,6.28,35.92,2.42,10.8,0.06,0.19,1.44,1.98,2.23,1.95,1.32,0.28,0.09,0.06,0.19,0,0.09,0.06,0.03,0,0,0,0,2.98,1.66,1.7,0.94,0.35,0.91,1.85,49.20%,0.94,16.24,5.59,34.40%,6.28,6.37,3.58,2.61,0.38,0,1.51,4.49,3.96,0.03,73.36,4.27,20.35,36.65,21.61,1.79,62.4,2.39,4.24,56.30%,2.61,0.25,42.43,202.67,123.91,5.94,2.23,0.28,1.32,1.48,45.63,40.23,88.20%,2.01,0,2.39,1.29,0.09,0,0.03,0,10.02,2.48,1.41,63.70%,€14.00
955,3302,Central Midfield,28,Kevin MÃ¶hwald,0.25,0.06,0.25,0,0,0.13,0,0.08,0.08,0.07,0.15,1.4,0.32,22.70%,0.18,0.8,23.3,0.06,0.06,0.17,0.17,48.75,57.52,84.80%,840.13,185.72,23.77,25.93,91.70%,17.61,19.83,88.80%,5.78,8.64,66.90%,0.7,3.62,0.83,0.25,3.31,53.2,4.32,3.37,0.19,6.8,1.65,1.02,0.7,0.06,0.32,0.06,41.95,7.06,8.52,2.67,50.78,2.29,0.25,0.44,0.13,0.89,1.46,0.95,1.59,1.08,0.32,0,0.13,0.06,0,0.13,0.13,0,0,0,0,0,1.08,0.89,0.76,0.25,0.06,0.19,1.14,16.70%,0.95,13.28,3.5,26.30%,5.21,6.55,1.53,1.02,0.06,0,2.61,3.69,1.46,0.13,68.14,2.03,19.19,41.12,11.5,0.95,64,0.89,1.21,73.70%,0.89,0.19,40.74,160.61,77.48,3.11,0.89,0.06,0.7,1.72,49.96,46.46,93.00%,1.21,0,1.14,1.84,0,0,0.06,0,10.36,1.4,0.32,81.50%,€2.00
956,3305,Defensive Midfield,25,KÃ©vin N'Doram,0,0,0,0,0,0.28,0,0.06,0.06,0.02,0.08,0.28,0.09,33.30%,0,0,14.8,0,0.23,-0.06,-0.06,28.92,34.39,84.10%,614.43,149.04,9.92,12.14,81.70%,13.25,14.92,88.80%,5.38,6.4,84.10%,0.65,3.15,0.09,0,2.97,32.9,1.48,1.48,0,5.1,1.48,0,0,0,0,0,26.79,3.15,4.45,2.13,30.59,0.74,0,0.19,0.09,0.28,1.48,1.11,1.3,1.11,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0.93,0.74,0.46,0.46,0,0,1.2,0.00%,1.2,15.29,4.36,28.50%,5.19,8.53,1.58,1.3,0.19,0,1.85,2.78,2.04,0.09,42.54,2.04,13.25,28.55,3.61,0.46,41.25,0.46,0.83,55.60%,0.46,0,26.69,143.94,81.29,2.87,0.19,0,0.56,0.74,30.87,28.64,92.80%,0.56,0,1.48,0.93,0,0,0,0,5.75,1.3,0.93,58.30%,€2.50
957,3308,Left-Back,27,KÃ©vin Rodrigues,0,0.16,0,0,0,0,0,0.05,0.05,0.08,0.12,0.31,0.16,50.00%,0,0,16.5,0,0.15,-0.05,-0.05,27.92,42.58,65.60%,501.47,171.11,11.85,14.51,81.70%,12.32,16.69,73.80%,3.28,9.2,35.60%,1.09,2.65,0.94,0.47,3.28,36.97,5.62,0.16,0,7.64,3.28,3.59,1.4,1.09,0.31,0,23.08,6.08,13.41,27.92,7.18,2.5,4.06,0.16,0,1.25,1.25,1.72,1.87,1.25,0.16,0.16,0,0.31,0,0.16,0.16,0,0,0,0,0,1.87,1.09,0.94,0.78,0.16,0.31,1.56,20.00%,1.25,15.6,4.84,31.00%,4.68,6.55,4.37,1.87,0.16,0,1.4,3.28,1.56,0,54.75,2.03,10.45,26.05,20.43,1.56,49.13,0.62,1.25,50.00%,0.94,0.31,32.13,119.79,51.47,2.5,0.94,0,1.72,2.96,39.31,32.13,81.70%,2.81,0,0.78,0.94,0.16,0,0,0,9.67,0.94,2.34,28.60%,€2.50
958,3310,Right Winger,20,Kevin Schade,0.2,0.2,0.2,0,0,0.4,0,0.14,0.14,0.06,0.22,2.18,0.79,36.40%,0.09,0.25,13.5,0,0.07,0.06,0.06,11.27,20.77,54.30%,150.53,64.09,7.32,11.47,63.80%,2.97,5.54,53.60%,0.4,2.57,15.40%,0.59,1.19,0.4,0.2,0.99,20.18,0.59,0,0,5.54,0.4,1.98,0,0,0,0,9.3,5.74,5.74,2.37,11.08,2.77,0.4,0.79,0,1.19,2.18,0.59,2.37,0.59,0,0,0.59,1.19,0,0.59,0.2,0,0,0,0.4,0,1.58,0.99,0.59,0.99,0,0.79,2.18,36.40%,1.38,18.99,6.13,32.30%,4.75,7.32,6.92,0.99,0.4,0,0.79,2.37,0.99,0,38.37,1.38,5.74,13.45,21.76,7.71,37.78,1.58,4.35,36.40%,1.78,0.4,24.13,143.21,88.42,4.55,0.99,1.78,2.97,2.18,44.7,25.12,56.20%,6.92,0,3.56,4.35,0.4,0,0,0,6.92,4.35,4.15,51.20%,€1.80
959,3312,Attacking Midfield,28,Kevin StÃ¶ger,0.44,0,0.44,0,0,0.44,0,0.26,0.26,0.19,0.44,1.62,0.73,45.50%,0.27,0.6,18,0.15,0.16,0.18,0.18,44.49,64.45,69.00%,815.87,274.99,21.58,26.13,82.60%,16,23.34,68.60%,6.17,12.77,48.30%,2.2,4.55,2.35,1.17,6.02,55.64,8.81,4.11,0,7.93,2.5,3.67,2.79,1.03,1.03,0.44,36.56,9.69,18.21,50.65,8.66,2.35,1.91,0.44,0.29,1.17,2.35,1.62,3.67,2.94,0.59,0,0,0.15,0,0,0,0,0,0,0,0,2.5,1.47,1.03,1.17,0.29,0.73,2.5,29.40%,1.76,17.03,5.29,31.00%,4.85,6.9,5.29,1.62,0,0,1.76,4.26,1.03,0,75.91,1.17,10.86,37.88,31.57,2.35,67.68,0.73,0.73,100.00%,0.73,0,47.57,284.54,177.21,8.22,2.5,0.29,1.32,1.17,56.53,47.28,83.60%,6.02,0,2.2,2.64,0.15,0,0,0,12.48,0.44,0.88,33.30%,€2.80
