,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1581,Midfielder,25,Ruben Loftus-Cheek,0,0.12,0,0,0,0.12,0,0.14,0.14,0.12,0.27,1.82,0.4,0.217,0,0,15.3,0,0.08,-0.14,-0.14,34.12,40.13,0.85,569.53,128.07,16.31,18.68,0.873,14.49,16.35,0.886,2.53,3.36,0.753,0.91,3.44,0.83,0.04,3.84,39.46,0.67,0.32,0.16,7.72,0.47,0.59,0,0,0,0,32.22,4.31,3.6,3.6,32.45,1.86,0.08,0.12,0.04,0.51,1.35,0.87,2.89,1.86,0,0.4,0.16,0.28,0.2,0.24,0.12,0,0.04,0.08,0,0,1.46,0.99,0.59,0.59,0.28,0.4,1.03,0.385,0.63,15.51,5.22,0.337,3.4,8.03,4.08,0.99,0.12,0,1.15,2.61,1.03,0,54.62,1.27,8.51,31.62,18.8,3.36,54.18,2.93,4.51,0.649,3.09,0.24,41.08,231.13,143.83,6.29,2.14,0.67,2.22,2.06,53.59,40.05,0.747,5.18,0,1.54,3.17,0.12,0,0,0,8.03,2.49,2.97,0.457,18
1593,Midfielder,21,Ryan Sessegnon,0.07,0.15,0.07,0,0,0.22,0,0.02,0.02,0.12,0.14,0.37,0.07,0.2,0.2,1,12.6,0,0.06,0.05,0.05,37.74,49.5,0.762,658.29,221.46,18.09,20.17,0.897,15.63,20.47,0.764,3.42,6.18,0.554,1.12,2.38,1.64,0.74,3.35,40.79,8.71,0.6,0,6.55,0.6,2.75,0,0,0,0,28.88,10.87,9.75,34.09,4.84,1.41,8.11,0.07,0.07,1.64,1.41,1.94,1.64,1.49,0,0.07,0.07,0,0,0.15,0.15,0,0,0,0,0,2.23,1.12,1.27,0.52,0.45,0.97,2.53,0.382,1.56,18.01,4.76,0.264,7.07,7.44,3.5,2.16,0.22,0,1.41,3.65,2.61,0,60.67,2.68,16.6,28.73,19.73,1.56,52.18,0.89,2.08,0.429,0.97,0.07,36.85,199.73,112.56,4.69,1.94,0.37,0.67,1.12,39.83,34.62,0.869,2.9,0,1.94,0.22,0.45,0,0,0,8.11,1.19,1.64,0.421,18
1719,Foward,28,Suso,0.13,0.17,0.13,0,0,0.07,0,0.08,0.08,0.16,0.24,1.89,0.7,0.368,0.07,0.19,23.1,0.1,0.04,0.05,0.05,38.2,48.09,0.794,710.21,183.68,18.58,20.48,0.908,14.44,17.65,0.818,4.85,8.2,0.591,1.59,3.29,2.16,0.76,4.02,45.17,2.92,0.76,0.07,7.47,2.89,3.25,1.46,0.63,0,0.17,33.32,5.81,8.96,41.78,4.71,0.63,0.6,0.1,0.13,1.69,1.69,0.9,3.68,2.79,0.27,0.37,0.1,0.13,0.03,0.5,0.37,0.03,0.03,0.07,0,0,0.73,0.4,0.27,0.27,0.2,0.27,1.23,0.216,0.96,9.66,2.69,0.278,1.99,4.61,3.05,0.9,0,0,0.43,1.16,0.17,0,57.71,0.3,5.48,23.86,32.56,2.59,54.96,1.66,2.26,0.735,1.76,0.1,46.43,232.73,117.68,7.57,2.26,0.66,2.22,1.66,55.15,47.22,0.856,6.64,0,1.03,1.73,0.2,0,0,0,4.78,0.27,0.6,0.308,18
1732,Defender,21,Tariq Lamptey,0,0.19,0,0,0,0.19,0,0.06,0.06,0.17,0.23,0.75,0.38,0.5,0,0,12.1,0,0.07,-0.06,-0.06,35.59,46.32,0.768,551.49,116.55,19.58,21.84,0.897,12.99,17.32,0.75,2.07,4.33,0.478,1.69,0.75,1.32,0.94,2.64,40.67,5.65,0.19,0,5.08,0.56,4.14,0,0,0,0,29.56,8.66,8.1,8.47,31.63,0.38,5.46,0,0.38,0.75,0.94,1.88,3.77,2.45,0,0.56,0.38,0,0.38,0.19,0.19,0,0,0,0,0,2.07,1.32,0.75,0.94,0.38,0.75,1.32,0.571,0.56,12.62,3.01,0.239,3.39,5.27,3.95,2.26,0.38,0,1.13,3.2,0.56,0,61.57,1.88,13.18,22.97,29.18,3.95,56.11,2.07,4.9,0.423,2.26,0,44.62,245.52,178.31,9.23,1.32,1.69,1.88,2.07,55.73,41.61,0.747,4.52,0,2.26,3.01,0,0,0,0,7.53,0.56,1.88,0.231,18
1772,Midfielder,23,Tom Davies,0.06,0.06,0.06,0,0,0.19,0,0.07,0.07,0.04,0.1,0.83,0.13,0.154,0.08,0.5,20.8,0,0.08,-0.01,-0.01,35.31,41.81,0.845,672.32,158.97,14.6,16,0.912,15.3,17.27,0.886,4.84,6.5,0.745,0.38,2.74,0.32,0,3.19,41.3,0.51,0.38,0.13,7.52,1.02,0.13,0,0,0,0,31.61,4.84,5.35,5.67,33.14,2.42,0,0.13,0.13,0.89,1.08,0.76,1.34,1.21,0,0.06,0.06,0,0,0.13,0.13,0,0,0,0,0,2.1,1.66,1.34,0.64,0.13,0.7,2.61,0.268,1.91,17.53,5.67,0.324,7.01,8.16,2.36,1.15,0.38,0,1.98,4.08,2.1,0.06,53.09,3.44,17.27,31.55,7.71,0.83,52.71,0.96,1.21,0.789,1.08,0,32.83,169.23,82.92,3.06,0.7,0.19,1.08,0.83,40.28,36.27,0.9,1.98,0,2.36,1.85,0,0,0.06,0,7.65,0.83,0.96,0.464,18
1843,Defender,20,William Saliba,0.02,0,0.02,0,0,0.12,0,0.04,0.04,0.02,0.06,0.44,0.07,0.167,0.06,0.33,8.8,0,0.1,-0.02,-0.02,74.34,79.41,0.936,1511.07,473.41,23.24,24.17,0.962,39.85,41.27,0.966,10.88,13.12,0.829,0.17,4.85,0.17,0.02,4.44,77.02,2.39,1.9,0.02,7.56,2.2,0.07,0,0,0,0,69.63,4.46,5.32,5.1,71.76,1.34,0.49,0.12,0.15,0.46,1.05,0.66,0.63,0.61,0,0,0.02,0,0,0.05,0.05,0,0,0,0,0,1.12,0.78,0.76,0.29,0.07,0.32,0.51,0.619,0.2,6.46,2.9,0.449,3.85,2.24,0.37,1.39,0.73,0,1.78,2.9,3.68,0.07,88.05,11.95,45.46,46.27,3.66,0.68,85.76,0.56,0.78,0.719,0.59,0.1,65.98,419.1,255.68,5.32,0.66,0.07,0.44,0.41,68.56,67.39,0.983,0.24,0,0.73,0.39,0,0,0.02,0,9.41,1.41,1.07,0.569,18
1845,Foward,30,Willian JosÃ©,0.35,0.16,0.27,0.08,0.08,0.04,0,0.33,0.27,0.14,0.41,1.96,0.63,0.32,0.14,0.44,15.7,0.08,0.14,-0.02,-0.04,22.28,27.61,0.807,379.74,66.03,11.28,13.04,0.865,7.05,8.38,0.841,2.51,3.45,0.727,1.17,1.49,0.43,0.04,1.49,25.73,1.88,0.04,0.08,8.26,1.17,0.35,0,0,0,0,19.35,4.66,3.6,2.31,22.48,0.86,0.08,0.86,0.2,0.55,0.94,0.39,2.31,1.68,0,0.12,0.24,0.12,0.16,0.24,0.16,0,0,0.04,0.04,0,0.43,0.39,0.04,0.27,0.12,0.12,0.47,0.25,0.35,10.5,3.13,0.299,0.59,5.01,4.9,0.55,0.16,0,0.63,1.06,1.06,0,37.01,1.45,3.76,20.37,15.16,3.56,35.01,0.74,1.02,0.731,0.74,0.08,24.24,107.86,40.65,1.72,0.82,0.12,1.76,1.53,46.06,27.34,0.594,6.5,0,0.67,1.29,0.35,0.04,0,0,4.39,1.57,2.35,0.4,18
1858,Midfielder,23,Yangel Herrera,0.11,0.07,0.11,0,0,0.25,0,0.09,0.09,0.04,0.12,1.17,0.28,0.242,0.09,0.38,15.6,0,0.07,0.02,0.02,25,34.79,0.719,420.14,128.51,12.13,15.74,0.77,10.35,13.19,0.785,1.84,3.69,0.5,0.43,3.37,0.35,0.04,3.23,34.57,0.21,0.21,0.04,9.22,0.35,0.53,0,0,0,0,21.1,5.28,8.4,7.52,19.93,3.87,0,0.18,0.11,0.89,1.13,1.7,1.42,1.06,0,0.04,0.07,0.18,0.07,0.11,0.07,0,0,0,0,0.04,2.2,1.49,0.74,1.21,0.25,0.5,1.77,0.28,1.28,23.37,5.64,0.241,6.91,12.2,4.26,2.27,0.57,0.07,1.24,3.44,1.74,0,47.41,2.13,10.5,27.66,10.99,1.99,47.27,0.74,1.21,0.618,0.74,0.04,25.96,99.22,44.15,1.95,0.67,0.14,0.96,1.42,36.13,28.3,0.783,2.2,0,3.01,1.99,0.11,0,0.04,0,10.21,4.36,3.44,0.559,18
1880,Foward,17,Youssoufa Moukoko,0.58,0,0.58,0,0,0.38,0,0.61,0.61,0.15,0.77,3.84,1.54,0.4,0.15,0.38,13.7,0,0.16,-0.04,-0.04,12.47,15.74,0.793,165.03,26.1,6.91,8.25,0.837,2.69,4.03,0.667,0.96,1.15,0.833,0.38,0.77,0.19,0,0.77,14.01,1.73,0,0,2.88,0,0.38,0,0,0,0,12.28,2.11,1.34,11.13,4.03,0.19,0,0.38,0,0.19,0.38,1.54,3.65,1.73,0,0.19,0.77,0.58,0.38,0.38,0,0,0.19,0.19,0,0,0.96,0.77,0,0.58,0.38,0.19,0.38,0.5,0.19,15.54,5.37,0.346,1.54,6.52,7.48,1.54,0,0,0,0.96,0.19,0,32.81,0.19,2.11,12.28,20.72,6.91,31.09,2.11,4.41,0.478,2.3,0.38,24.37,84.82,43.37,3.07,0.58,0.58,3.26,2.69,40.49,21.49,0.531,11.71,0,2.3,1.92,0.96,0,0,0,5.76,0.19,1.73,0.1,18
1242,Midfielder,27,Miguel AlmirÃ³n,0.13,0,0.13,0,0,0.1,0,0.12,0.12,0.08,0.2,1.4,0.46,0.326,0.09,0.29,19,0.03,0.09,0.01,0.01,24.01,29.87,0.804,403.45,86.48,12.31,13.94,0.883,8.79,10.49,0.839,2.18,3.49,0.626,1.01,1.73,0.81,0.2,2.15,28.89,0.98,0.2,0.07,5.18,0.59,1.07,0.1,0,0.03,0,23,3.62,3.26,27.17,1.3,0.75,0.2,0.2,0.07,0.33,0.88,0.91,2.64,1.86,0.03,0.2,0.29,0.16,0.1,0.2,0.16,0,0,0.03,0,0,1.82,1.11,0.88,0.78,0.16,0.52,2.08,0.25,1.56,19.12,4.53,0.237,6.61,8.01,4.5,1.07,0.16,0.1,1.14,2.96,0.78,0,41.04,1.24,8.76,18.76,17.95,2.05,40.1,1.17,2.28,0.514,1.34,0.13,31.89,225.15,116.29,4.79,1.82,0.33,1.47,1.66,37.07,27.59,0.744,3.58,0,0.98,1.66,0.26,0,0,0,6.84,0.36,0.78,0.314,17.5
387,Midfielder,28,Davy Klaassen,0.48,0.24,0.48,0,0,0,0,0.32,0.32,0.16,0.47,1.08,0.72,0.667,0.44,0.67,9.6,0,0.3,0.16,0.16,27.91,34.05,0.82,465.76,126.82,14.32,16.97,0.844,10.11,12.27,0.824,2.53,3.13,0.808,0.72,3.13,0.96,0.12,3.37,33.69,0.36,0.24,0.24,5.53,0.72,0.48,0,0,0,0,24.18,5.41,4.45,6.38,25.15,1.44,0.12,0.24,0.12,0.24,0.96,0.84,1.8,1.8,0,0,0,0,0,0.48,0.48,0,0,0,0,0,2.05,1.44,0.24,1.32,0.48,0.6,1.8,0.333,1.2,16,5.05,0.316,2.05,10.11,3.85,1.2,0.36,0,0.6,2.65,0.96,0.12,41.39,1.32,5.9,23.1,13.84,3.49,41.03,0.36,0.6,0.6,0.48,0,24.79,78.93,35.98,2.17,0.6,0.36,0.84,0.12,36.94,28.76,0.779,4.09,0,1.56,1.2,0.12,0,0,0,6.38,1.2,1.68,0.417,17
462,Midfielder,22,Elif Elmas,0.28,0.09,0.28,0,0,0.33,0,0.24,0.24,0.06,0.3,1.68,0.84,0.5,0.17,0.33,14.7,0,0.14,0.04,0.04,37.56,42.27,0.889,560.58,90.05,21.79,23.47,0.928,12.74,14,0.91,1.91,2.8,0.683,0.98,1.73,0.93,0.09,2.05,40.64,1.63,0.37,0,5.88,0.42,0.47,0.37,0.09,0.09,0,35.46,3.87,2.94,6.35,34.15,1.07,0.56,0.09,0.23,0.33,0.89,1.03,2.19,1.73,0,0.19,0.14,0.09,0.05,0.33,0.19,0,0.09,0,0,0.05,1.45,0.79,0.51,0.42,0.51,0.7,1.59,0.441,0.89,14.65,4.29,0.293,3.08,6.86,4.71,1.21,0.19,0,0.89,2.33,0.79,0,52.44,1.21,7.14,26.92,22.21,3.31,50.9,1.03,1.63,0.629,1.12,0,38.63,207.57,108.9,5.79,2.05,0.65,1.21,1.4,50.9,40.68,0.799,4.67,0,1.35,1.03,0.05,0,0,0,5.18,0.23,0.89,0.208,17
631,Defender,24,Gonzalo Montiel,0.13,0.13,0.13,0,0,0.4,0,0.03,0.03,0.15,0.19,0.4,0.26,0.667,0.33,0.5,23.7,0,0.07,0.11,0.11,51.81,65.42,0.792,920.62,345.46,22.2,24.85,0.894,24.58,30.13,0.816,4.23,7.53,0.561,1.19,2.51,1.59,1.06,4.23,57.22,8.19,0.4,0,7.67,1.19,3.83,0,0,0,0,40.31,13.48,11.63,2.78,51.81,2.25,7.8,0.26,0.13,1.32,2.51,0.93,2.11,1.85,0,0,0.13,0.13,0,0.26,0.26,0,0,0,0,0,2.91,1.45,1.85,0.66,0.4,1.45,1.45,1,0,8.72,3.17,0.364,3.96,2.78,1.98,1.19,0.26,0,1.19,4.1,1.85,0,74.67,2.64,21.54,36.87,20.88,1.32,66.87,0.26,0.79,0.333,0.26,0,45.46,248.46,137.84,5.15,1.85,0,0.79,0.4,52.86,49.03,0.928,4.63,0,0.53,0.79,0.4,0,0,0,8.33,0.79,0.66,0.545,17
748,Defender,23,James Justin,0.08,0.08,0.08,0,0,0.15,0,0.08,0.08,0.12,0.2,0.38,0.15,0.4,0.2,0.5,8.7,0,0.23,-0.01,-0.01,50.31,61.92,0.812,839.08,287.08,25.31,27.69,0.914,21.23,25.15,0.844,3.31,6.77,0.489,1.23,2.85,2,0.46,4.54,52.31,9.62,0.69,0.08,6.08,0.85,2.08,0,0,0,0,39.23,12.62,10.08,11,38.15,2.92,8.92,0,0.23,0.85,1.54,2.08,2.15,2,0.08,0.08,0,0,0,0.15,0.08,0,0.08,0,0,0,3.23,1.54,1.85,1,0.38,1.15,2.62,0.441,1.46,14.62,5,0.342,6.92,4.92,2.77,2.54,0.46,0,1.15,4.38,3.15,0,75.31,2.38,22.54,36.62,21.15,1.85,66.15,0.77,1.31,0.588,0.85,0,46,199.62,118.23,5.46,2.62,0.15,1,1,50.69,45.54,0.898,3,0,0.77,1.69,0.23,0,0,0,9.31,1.54,1.92,0.444,17
812,Foward,28,Jhon CÃ³rdoba,0.34,0.08,0.34,0,0,0.17,0,0.38,0.38,0.13,0.52,2.6,1.17,0.452,0.13,0.29,12.4,0,0.16,-0.04,-0.04,14.59,19.54,0.747,239.97,28.6,7.38,8.97,0.822,5.03,7.05,0.714,1.51,1.76,0.857,1.68,0.67,0.34,0.25,0.67,17.78,1.76,0.08,0,5.7,0.34,0.67,0,0,0,0,11.66,5.45,2.43,2.43,13.76,1.09,0.08,0.67,0.08,0.34,0.42,1.01,3.52,2.35,0,0.25,0.25,0.67,0,0.17,0.08,0,0,0.08,0,0,0.67,0.17,0,0.42,0.25,0.17,0.67,0.25,0.5,17.45,4.86,0.279,1.17,8.47,7.8,1.09,0.08,0,0.42,1.09,0.25,0,33.13,0.42,1.85,15.6,17.28,5.2,31.37,1.09,1.43,0.765,1.09,0,21.72,94.45,44.12,1.93,0.75,0.92,3.36,1.93,50.58,24.16,0.478,7.72,0,2.26,2.94,0.92,0.08,0,0,3.94,2.43,4.11,0.372,17
833,Foward,25,Joelinton,0.15,0.08,0.12,0.04,0.04,0.12,0,0.25,0.21,0.09,0.3,1.96,0.77,0.392,0.06,0.15,14.3,0,0.11,-0.09,-0.1,20.55,27.88,0.737,286.07,62.35,12.73,15.34,0.83,5.87,8.28,0.708,1.07,1.73,0.622,0.81,0.81,0.61,0.12,1.57,27.42,0.46,0,0.12,10.81,0.23,0.61,0,0,0,0,18.21,5.75,3.91,4.76,17.52,1.38,0.12,0.73,0.04,0.69,1.27,1.73,2.53,1.57,0,0.27,0.19,0.46,0.04,0.27,0.12,0,0.04,0.08,0.04,0,2.03,1.23,0.73,1.04,0.27,0.46,1.42,0.324,0.96,19.6,5.1,0.26,4.68,9.7,5.22,1.88,0.15,0,1.11,3.14,1.15,0,45.1,1.69,7.82,21.9,18.41,3.99,44.64,1.61,2.91,0.553,1.69,0.19,29.91,130.3,66.07,3.41,0.92,0.61,3.8,2.84,48.05,30.79,0.641,4.79,0,1.99,1.88,0.15,0.04,0,0,6.4,4.91,5.52,0.471,17
1002,Foward,27,Leandro Trossard,0.19,0.14,0.17,0.03,0.03,0.06,0,0.18,0.16,0.12,0.28,2.15,0.83,0.385,0.08,0.2,17.9,0.14,0.08,0.01,0,29.45,38,0.775,543.09,142.47,13.16,15.73,0.837,11.45,13.99,0.819,3.97,5.63,0.706,1.57,2.95,2.26,0.39,4.47,36.15,1.85,0.44,0.17,6.79,1.6,1.79,0.86,0.14,0.55,0,25.72,6.18,6.1,7.4,29.2,0.72,0.11,0.19,0.14,0.61,1.44,1.32,3.34,2.37,0.28,0.3,0.14,0.17,0.08,0.33,0.17,0.06,0.06,0,0.03,0.03,1.21,0.86,0.36,0.55,0.3,0.17,1.08,0.154,0.91,16.04,4.8,0.299,3.56,6.4,6.07,1.41,0.08,0,1.05,2.26,0.19,0,50.81,0.39,6.07,21.8,27.18,5.13,48.96,1.85,2.62,0.705,1.93,0.06,39.58,236.03,121.32,6.04,1.96,0.91,2.1,2.68,50.06,37.18,0.743,6.82,0,1.16,1.57,0.28,0.03,0.03,0,6.65,0.41,0.99,0.294,17
1025,Defender,21,LoÃ¯c Bade,0,0,0,0,0,0.36,0.04,0.02,0.02,0.02,0.03,0.44,0.04,0.091,0,0,15.4,0,0.04,-0.02,-0.02,63.01,69.47,0.907,1460.9,399.14,14.36,15.24,0.942,33.97,35.98,0.944,14.28,17.53,0.815,0.28,3.41,0.16,0.16,3.05,67.94,1.52,1.36,0,5.94,2.69,0.28,0,0,0,0,59.04,2.37,8.06,5.53,60.2,2.25,0.12,0.16,0.08,1.28,0.88,1,0.68,0.52,0,0.08,0.08,0,0,0,0,0,0,0,0,0,1.52,0.84,1.2,0.32,0,0.56,1.28,0.438,0.72,8.98,3.05,0.339,5.74,3.13,0.12,1.64,0.64,0,1.56,3.09,7.9,0.12,82.46,12.31,44.76,42.59,2.17,0.52,81.1,0.64,0.76,0.842,0.64,0,56.95,434.76,264.79,5.17,0.8,0.08,0.36,0.24,59.4,58.24,0.98,0,0.04,1.12,0.36,0.04,0,0,0,9.51,3.77,2.21,0.631,17
1187,Defender,26,Matt Targett,0.02,0.07,0.02,0,0,0.15,0,0.01,0.01,0.12,0.13,0.15,0.07,0.5,0.17,0.33,15,0,0.08,0.01,0.01,42.8,56.09,0.763,814.13,405.48,18.61,20.82,0.894,17.53,21.68,0.809,5.8,11,0.527,1.23,4.37,1.35,0.47,5.84,44.79,11.3,1.65,0,7.81,1.72,2.55,0.52,0.25,0.1,0.1,28.53,12.82,14.73,37.3,4.96,3.02,9.14,0.25,0.25,1.01,1.77,1.87,1.92,1.52,0.37,0,0,0.02,0,0.12,0.1,0.02,0,0,0,0,2.41,1.3,1.45,0.71,0.25,1.3,2.55,0.51,1.25,11.89,3.22,0.271,6.38,3.73,1.77,2.41,0.54,0,1.65,4.05,3,0.02,66.43,4.37,20.43,29.59,18.74,1.08,55.4,0.32,0.47,0.684,0.32,0,33.35,121.97,65.69,2.68,0.69,0.12,0.52,0.52,38.68,35.41,0.916,1.96,0,1.08,0.86,0,0,0.02,0.02,8.86,2.21,1.52,0.592,17
1213,Midfielder,21,Maxence Caqueret,0,0.07,0,0,0,0.2,0.03,0.03,0.03,0.07,0.1,0.44,0.03,0.077,0,0,19.3,0,0.06,-0.03,-0.03,52,59.67,0.872,891.14,272.08,25.12,28.22,0.89,20.28,22.36,0.907,5.15,6.58,0.782,0.95,5.69,1.16,0.14,6.24,58.48,1.19,0.58,0.07,9.1,1.16,0.51,0.27,0.1,0.1,0,48.46,5.79,5.42,8.18,48.87,1.77,0.14,0.17,0.41,0.58,1.84,1.64,2.59,2.11,0.14,0.07,0.1,0.07,0.1,0.24,0.17,0,0,0,0.03,0.03,3.48,2.42,1.16,1.87,0.44,1.19,4.12,0.289,2.93,26.27,7.5,0.285,7.26,14.62,4.4,1.91,0.27,0,1.81,5.28,0.95,0.03,71.29,2.11,14.24,45.8,15.64,0.89,70.17,1.5,2.18,0.688,1.6,0.1,48.02,213.84,102.85,4.26,1.53,0.2,1.19,1.43,55.34,50.78,0.917,2.22,0.03,1.94,1.3,0,0,0,0,9.64,0.75,0.75,0.5,17
1358,Foward,23,Odsonne Ãdouard,0.43,0,0.43,0,0,0,0,0.27,0.27,0.16,0.43,2.16,1.15,0.533,0.2,0.38,14.5,0,0.13,0.16,0.16,19.01,25.49,0.746,250.56,49.25,13.25,15.26,0.868,5.18,7.78,0.667,0.29,0.86,0.333,0.86,0.72,0.43,0,1.58,24.19,1.3,0,0.14,7.06,0,0.58,0,0,0,0,19.15,3.89,2.45,2.59,18.72,1.58,0.29,0.72,0.43,0.14,1.15,1.73,2.16,1.44,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,1.3,0.72,0.14,0.43,0.72,0.14,1.73,0.083,1.58,21.89,6.48,0.296,2.88,9.5,9.5,2.02,0.29,0,0.86,2.16,0.72,0,40.9,1.3,4.32,18.86,20.3,4.61,39.6,1.87,3.89,0.481,2.16,0,26.5,134.5,86.4,3.6,1.3,0.72,2.3,3.31,44.64,27.94,0.626,7.06,0,1.44,0.58,0.14,0,0,0,5.76,1.87,2.59,0.419,17
1390,Defender,21,Ozan Kabak,0,0,0,0,0,0.29,0,0.03,0.03,0.01,0.03,0.37,0.04,0.1,0,0,13.1,0,0.07,-0.03,-0.03,46.47,52.76,0.881,989.38,287.43,13.6,14.89,0.914,25.04,26.36,0.95,7.43,10.81,0.687,0.15,2.39,0.11,0,2.46,51.47,1.29,1.07,0.07,7.24,1.51,0,0,0,0,0,40.92,4.52,7.32,6.54,42.1,1.88,0.22,0.18,0.07,0.81,0.66,0.7,0.51,0.29,0,0.04,0.04,0.07,0.07,0,0,0,0,0,0,0,1.65,0.92,1.07,0.44,0.15,0.26,0.92,0.28,0.66,10.04,3.64,0.363,6.4,3.31,0.33,1.58,0.88,0,1.36,3.01,5.22,0.11,64.01,8.6,35.37,31.43,2.06,0.59,62.83,0.85,1.29,0.657,0.88,0,42.5,210.37,110,2.32,0.29,0,0.18,0.48,44.34,43.01,0.97,0.04,0,1.25,0.77,0.04,0,0.04,0,8.97,3.57,2.02,0.638,17
1474,Foward,26,Rafael BorrÃ©,0.24,0.06,0.18,0.06,0.06,0.06,0,0.36,0.32,0.07,0.39,1.88,0.65,0.344,0.09,0.27,13.8,0,0.17,-0.13,-0.14,20.31,27.96,0.726,324.33,57.04,10.95,13.66,0.802,6.95,9.59,0.724,1.65,2.53,0.651,0.82,0.94,0.82,0.06,1.3,25.72,2.24,0.18,0.06,8.71,0.53,1.24,0.06,0,0,0,17.89,6.65,3.41,1.82,22.13,1.18,0.29,0.65,0.24,0.41,1.06,0.94,1.88,1.3,0,0.12,0.24,0.24,0,0.24,0.12,0,0,0,0.12,0,1,0.82,0.29,0.47,0.24,0.18,1.35,0.13,1.18,25.66,7.42,0.289,2.77,10.48,12.42,1.18,0.24,0,0.35,1.35,0.18,0,38.85,0.35,3.12,19.37,18.42,4.71,36.73,0.82,1.88,0.438,0.88,0,24.66,116.61,49.44,2.65,1.18,0.59,2.88,1.59,52.68,28.14,0.534,7.89,0,1.59,1,0.82,0.06,0,0,4.59,2.65,4.83,0.354,17
1575,Midfielder,28,Ross Barkley,0.07,0,0.07,0,0,0,0,0.19,0.19,0.19,0.37,2.07,0.55,0.267,0.03,0.13,19.4,0.07,0.09,-0.12,-0.12,41.41,50.46,0.821,756.84,175.58,19.63,22.05,0.89,15.28,17.42,0.877,5.53,8.36,0.661,2.28,2.77,1.87,0,4.56,45.28,5.18,0.9,0.07,11.47,1.38,0.97,3.18,1.38,0.76,0.41,36.29,6.71,7.47,6.08,40.58,1.73,0.28,0.35,0.14,0.48,1.38,0.62,4.63,2.83,1.11,0.48,0,0.21,0,0.35,0.21,0.07,0,0,0.07,0,0.28,0.21,0,0.28,0,0.07,0.48,0.143,0.41,13.34,2.9,0.218,1.94,7.74,3.66,0.62,0,0,0.41,0.69,0.41,0,59.79,0.69,7.95,27.1,28.76,3.11,54.75,1.94,2.77,0.7,2,0,39.61,234.47,126.43,5.67,2.07,0.55,1.52,2.21,54.88,44.17,0.805,5.46,0,0.76,1.73,0.28,0.07,0,0,7.95,1.59,1.59,0.5,17
