,Age,Foward,Midfielder,Defender,Goals,Assists,npxG+xA,Passes Completed,Key Passes,Passes into Final Third,Live-ball passes,Through Balls,Ground passes,Shot-Creating Actions,Goal-Creating Actions,Tackles Won,Dribblers Tackled,% of dribblers tackled,Successful Pressures,Successful Pressure %,Blocks,Dribbles Completed,Progressive Carries,Dispossessed,Ball Recoveries,Market value
1499,22,0,0,1,0.08,0.0,0.07,33.24,0.12,1.96,39.07,0.0,30.18,0.27,0.0,0.82,0.47,0.429,3.21,0.364,1.76,0.16,1.33,0.27,7.87,5.0
1500,27,0,0,1,0.0,0.0,0.04,48.39,0.43,2.97,49.27,0.0,37.08,1.28,0.13,1.96,1.71,0.636,4.7,0.35100000000000003,2.39,0.85,4.35,0.83,9.0,7.0
1501,25,1,0,0,0.18,0.21,0.37,26.58,1.39,1.32,35.98,0.14,25.2,2.49,0.32,0.75,0.53,0.441,2.28,0.262,1.42,0.64,4.41,1.14,6.58,7.0
1502,29,0,1,0,0.09,0.07,0.14,60.02,1.06,6.97,65.2,0.07,54.58,2.66,0.26,1.51,0.75,0.33299999999999996,5.65,0.3,1.7,1.06,7.21,1.08,12.06,25.0
1503,23,0,0,1,0.06,0.13,0.15,43.56,1.41,1.86,45.48,0.0,32.69,2.56,0.26,1.22,1.28,0.5,4.61,0.324,2.37,1.73,6.14,0.7,7.42,25.0
1504,24,0,1,0,0.05,0.21,0.21,45.18,1.47,5.52,53.92,0.26,39.4,3.47,0.63,1.37,0.63,0.293,5.63,0.319,0.95,2.68,6.73,2.1,9.05,30.0
1505,30,1,0,0,0.31,0.11,0.31,24.98,1.0,2.15,32.48,0.05,20.26,2.68,0.26,0.89,0.58,0.282,4.25,0.254,1.73,0.42,4.04,0.84,6.77,4.5
1506,26,0,1,0,0.0,0.03,0.05,46.66,0.35,2.83,54.58,0.03,39.78,0.8,0.07,1.99,0.84,0.289,6.25,0.311,2.58,0.52,3.7,0.84,11.38,18.0
1507,28,0,1,0,0.3,0.03,0.2,24.23,0.5,1.89,31.63,0.09,22.49,1.42,0.12,0.89,0.59,0.23,5.67,0.239,1.95,1.12,3.04,1.89,7.35,5.0
1508,21,1,0,0,0.0,0.0,0.23,12.79,0.66,1.09,18.48,0.22,11.37,1.64,0.0,0.66,0.0,0.0,4.7,0.23399999999999999,1.31,0.98,1.86,1.2,5.14,9.0
1509,23,0,0,1,0.07,0.07,0.08,36.19,0.35,2.23,36.61,0.0,27.56,1.11,0.07,0.84,0.77,0.524,3.41,0.299,1.53,0.56,4.04,1.04,5.85,1.5
1510,28,0,0,1,0.0,0.16,0.15,40.78,0.99,1.53,44.56,0.05,32.01,2.25,0.38,1.92,1.43,0.433,6.3,0.322,2.8,1.48,4.66,1.48,8.06,30.0
1511,31,0,0,1,0.04,0.08,0.13,43.48,0.56,4.4,48.4,0.0,33.41,1.2,0.12,0.96,0.88,0.478,3.12,0.28300000000000003,1.88,0.24,4.2,0.32,9.15,2.0
1512,27,1,0,0,0.0,0.0,0.16,28.05,0.84,2.81,33.44,0.14,21.39,1.97,0.14,0.8,0.47,0.32299999999999995,3.28,0.23,1.41,0.75,4.36,1.41,6.14,1.5
1513,24,1,0,0,0.25,0.2,0.37,25.92,1.55,1.7,33.94,0.05,22.86,3.31,0.4,0.5,0.7,0.368,3.61,0.261,1.3,1.5,5.72,1.55,5.52,15.0
1514,29,0,1,0,0.36,0.18,0.42,27.86,1.16,2.4,35.34,0.09,24.93,3.65,0.45,0.36,0.18,0.2,2.4,0.318,0.62,1.25,9.61,1.6,6.41,1.7
1515,22,1,0,0,0.24,0.08,0.27,21.5,0.4,0.72,27.43,0.0,20.94,1.2,0.32,0.48,0.0,0.0,2.73,0.264,0.64,2.01,8.02,2.89,5.94,7.0
1516,24,1,0,0,0.27,0.06,0.39,14.21,0.88,0.85,20.69,0.15,15.62,2.24,0.15,0.68,0.32,0.289,4.57,0.23600000000000002,1.21,1.56,4.39,2.03,5.45,55.0
1517,26,0,0,1,0.02,0.14,0.17,43.62,0.92,2.79,44.26,0.18,34.5,1.66,0.18,1.1,0.62,0.386,3.48,0.305,0.92,0.48,3.57,0.39,7.02,15.0
1518,24,0,0,1,0.14,0.0,0.11,26.69,0.62,1.8,34.11,0.0,22.26,1.53,0.0,0.9,0.21,0.231,3.61,0.317,2.36,0.9,2.98,1.94,10.4,10.0
1519,23,0,0,1,0.18,0.18,0.25,32.75,1.39,1.99,37.93,0.1,26.31,2.77,0.39,0.89,0.6,0.397,5.6,0.316,2.2,1.15,5.05,1.91,7.96,25.0
1520,22,0,1,0,0.17,0.0,0.16,88.6,1.22,5.77,94.19,0.35,84.41,4.02,0.35,1.05,0.35,0.222,3.84,0.195,0.52,1.57,10.49,1.22,8.21,15.0
1521,23,1,0,0,0.13,0.04,0.32,18.06,1.55,1.43,23.73,0.04,17.01,3.15,0.13,1.39,0.42,0.23800000000000002,6.43,0.299,1.85,2.23,5.33,2.81,6.47,6.5
1522,30,1,0,0,0.51,0.25,0.55,42.71,1.87,1.49,48.08,0.16,39.76,3.99,0.79,0.66,0.35,0.21600000000000005,3.8,0.256,0.89,1.65,9.71,1.61,5.47,42.0
1523,26,0,0,1,0.0,0.04,0.04,51.3,0.15,4.23,56.01,0.0,45.54,0.45,0.07,0.97,0.33,0.409,3.16,0.336,2.12,0.3,3.12,0.41,7.61,18.0
1524,29,0,1,0,0.0,0.12,0.17,20.86,0.69,2.19,30.54,0.23,16.02,1.73,0.12,0.81,0.81,0.33299999999999996,3.23,0.231,1.61,1.27,4.15,0.69,9.8,2.0
1525,26,0,0,1,0.05,0.05,0.09,41.42,0.19,2.81,47.97,0.05,33.62,0.51,0.09,0.75,0.61,0.5,3.55,0.33,1.92,0.33,2.95,0.23,7.76,1.2
1526,27,0,1,0,0.24,0.07,0.19,40.58,0.69,4.31,49.56,0.1,34.41,1.69,0.24,1.28,0.48,0.318,6.25,0.316,1.9,0.48,3.11,0.48,12.56,7.0
1527,23,0,0,1,0.04,0.0,0.07,28.11,0.42,1.35,30.08,0.04,18.99,0.77,0.08,1.16,0.46,0.324,4.04,0.297,1.89,0.69,2.54,0.96,9.13,3.0
1528,33,1,0,0,1.41,0.15,1.1,18.56,1.23,1.23,23.33,0.18,17.43,3.01,0.63,0.43,0.1,0.235,3.24,0.305,0.43,1.05,3.54,1.66,3.82,60.0
1529,25,1,0,0,0.16,0.0,0.33,28.72,1.23,1.31,34.94,0.08,25.36,2.54,0.25,0.9,0.65,0.47100000000000003,5.65,0.408,0.74,1.06,4.66,0.82,6.05,8.0
1530,34,1,0,0,0.0,0.0,0.08,18.17,0.51,1.53,22.75,0.0,14.77,1.19,0.17,2.04,1.36,0.444,4.25,0.29100000000000004,2.21,0.51,2.21,0.68,9.34,0.8
1531,30,1,0,0,0.44,0.2,0.69,34.01,1.66,2.65,41.86,0.24,33.53,3.36,0.34,1.02,0.37,0.289,6.49,0.326,2.0,1.6,5.74,1.97,6.86,40.0
1532,27,0,1,0,0.16,0.16,0.18,37.23,0.32,2.71,43.61,0.0,34.68,1.36,0.4,1.51,0.4,0.192,4.78,0.24600000000000002,1.59,0.24,3.83,0.8,5.82,15.0
1533,27,1,0,0,0.09,0.26,0.43,31.47,2.51,1.73,36.42,0.09,28.44,4.16,0.52,0.52,0.43,0.33299999999999996,1.99,0.209,0.61,0.95,6.07,1.04,6.59,2.0
1534,21,0,1,0,0.14,0.0,0.38,24.3,1.13,0.92,26.97,0.0,20.63,2.32,0.21,1.2,0.77,0.33299999999999996,5.42,0.289,1.27,2.11,4.08,2.18,6.27,3.0
1535,30,0,1,0,0.19,0.16,0.22,31.95,1.45,2.77,36.53,0.03,28.27,2.82,0.27,0.46,0.19,0.28,2.88,0.233,1.1,1.02,6.89,2.26,6.46,10.0
1536,20,1,0,0,0.8,0.0,0.7,11.1,0.4,0.13,14.84,0.0,10.97,0.53,0.0,0.94,0.4,0.375,6.69,0.309,1.2,0.27,1.6,2.41,3.48,4.0
1537,36,1,0,0,0.54,0.0,0.3,13.89,0.71,0.92,19.26,0.05,11.83,1.52,0.16,0.6,0.33,0.353,3.26,0.22699999999999998,0.54,0.33,1.41,0.65,4.45,1.0
1538,30,0,1,0,0.1,0.1,0.26,35.81,1.4,3.31,42.99,0.23,32.09,3.01,0.38,1.12,0.43,0.28800000000000003,4.69,0.266,1.07,0.97,4.94,0.97,5.5,10.0
1539,32,0,1,0,0.37,0.14,0.24,26.56,1.58,2.92,34.39,0.09,20.3,2.87,0.23,0.42,0.23,0.20800000000000002,2.09,0.209,0.88,0.79,3.06,0.93,7.37,5.0
1540,27,0,0,1,0.36,0.13,0.35,47.93,0.88,3.58,50.46,0.03,38.46,2.08,0.23,0.91,0.49,0.375,3.8,0.32,1.69,0.49,4.68,0.59,7.25,35.0
1541,23,1,0,0,0.0,0.0,0.27,23.35,1.09,1.7,29.31,0.0,22.26,2.07,0.0,0.61,0.24,0.154,4.99,0.27699999999999997,1.09,2.31,5.35,2.68,6.69,3.0
1542,29,0,0,1,0.03,0.0,0.03,45.32,0.13,1.83,51.06,0.03,39.66,0.5,0.05,0.93,0.48,0.419,3.78,0.368,1.9,0.21,1.51,0.4,10.85,7.5
1543,25,0,0,1,0.0,0.02,0.04,50.12,0.05,2.39,54.06,0.0,44.59,0.37,0.12,0.58,0.35,0.441,2.83,0.341,1.25,0.07,3.11,0.21,9.4,25.0
1544,28,1,0,0,0.44,0.11,0.58,13.98,0.76,0.87,19.22,0.11,11.8,1.75,0.33,0.33,0.22,0.28600000000000003,5.02,0.237,0.76,1.75,1.86,1.31,5.68,7.5
1545,24,0,0,1,0.0,0.0,0.01,63.75,0.0,2.3,69.8,0.0,61.69,0.0,0.0,0.97,0.48,0.5710000000000001,3.63,0.41700000000000004,0.85,0.36,4.23,0.6,9.56,3.5
1546,25,0,1,0,0.09,0.05,0.1,82.26,0.76,7.83,87.75,0.14,69.56,2.34,0.23,1.76,1.04,0.517,5.59,0.349,1.34,0.63,5.63,0.7,11.8,70.0
1547,30,1,0,0,0.4,0.1,0.53,26.9,2.08,2.57,34.22,0.4,22.95,3.96,0.45,0.84,0.2,0.174,4.7,0.282,0.45,0.89,4.3,1.58,6.13,18.0
1548,21,0,1,0,0.08,0.16,0.21,33.43,1.19,3.09,39.85,0.08,32.48,2.38,0.24,0.79,0.48,0.316,3.57,0.28800000000000003,1.43,1.35,6.1,1.43,5.78,5.0
1549,30,0,1,0,0.05,0.0,0.05,37.78,0.15,2.72,41.65,0.0,32.15,0.75,0.05,1.21,0.6,0.308,4.13,0.27,1.46,0.8,3.47,0.75,9.21,2.5
1550,25,0,0,1,0.03,0.03,0.05,37.25,0.27,2.18,40.21,0.0,34.72,0.57,0.03,1.58,0.82,0.455,5.09,0.386,1.93,0.19,2.64,0.24,6.42,5.0
1551,24,0,1,0,0.0,0.17,0.11,58.21,1.17,5.78,63.93,0.17,54.02,2.73,0.4,1.82,0.63,0.314,5.83,0.278,1.96,0.6,3.87,1.17,10.56,30.0
1552,27,0,1,0,0.2,0.22,0.38,42.99,2.19,5.62,50.72,0.37,36.2,4.0,0.5,0.8,0.72,0.349,4.23,0.251,1.67,2.49,8.45,2.11,7.26,40.0
1553,39,1,0,0,0.22,0.22,0.52,26.85,1.35,1.24,31.87,0.16,23.3,3.24,0.59,0.59,0.05,0.111,4.64,0.294,0.81,1.46,5.61,2.32,4.1,0.4
1554,20,1,0,0,0.17,0.35,0.45,34.1,1.39,2.08,39.77,0.06,32.83,3.18,0.69,0.87,0.23,0.133,3.99,0.212,1.62,1.56,8.73,1.73,4.22,35.0
1555,28,1,0,0,0.19,0.19,0.23,12.75,0.39,0.58,16.8,0.0,13.13,1.35,0.58,0.97,0.58,0.375,4.44,0.261,0.77,1.16,3.67,4.06,3.09,2.5
1556,23,0,0,1,0.08,0.05,0.07,54.5,0.32,3.79,58.9,0.08,48.81,0.99,0.16,1.55,0.85,0.561,4.25,0.355,1.71,0.72,4.62,0.37,9.27,25.0
1557,30,1,0,0,0.39,0.07,0.33,13.67,0.64,1.03,18.23,0.14,13.42,1.17,0.14,0.53,0.25,0.28,3.54,0.192,0.74,0.5,1.84,1.24,3.33,8.0
1558,23,0,0,1,0.0,0.04,0.12,51.1,0.98,2.5,52.88,0.0,41.97,1.93,0.04,0.76,0.64,0.5670000000000001,3.26,0.322,1.82,0.68,5.8,0.8,8.11,6.0
1559,24,1,0,0,0.48,0.18,0.39,18.44,0.84,2.09,24.89,0.18,15.1,1.73,0.36,0.54,0.12,0.182,3.46,0.24,0.66,0.78,4.24,1.43,5.19,16.0
1560,24,0,1,0,0.11,0.08,0.18,36.56,0.95,3.28,39.91,0.0,30.08,2.13,0.31,0.88,0.38,0.20800000000000002,4.76,0.25,1.41,0.65,2.29,0.57,10.9,14.0
1561,25,1,0,0,0.0,0.36,0.36,31.91,1.97,1.79,43.03,0.0,33.17,4.48,0.54,2.87,1.61,0.321,9.5,0.32899999999999996,1.26,2.87,7.53,4.12,8.96,3.5
1562,23,0,1,0,0.28,0.22,0.32,35.57,1.68,2.96,38.82,0.17,32.44,3.97,0.48,1.45,0.64,0.451,5.06,0.327,0.92,2.41,7.44,1.85,6.94,13.0
1563,34,1,0,0,0.16,0.0,0.37,24.44,1.65,1.21,29.71,0.05,22.9,3.35,0.16,0.55,0.11,0.105,5.27,0.305,1.15,1.92,5.16,1.92,6.42,1.5
1564,24,0,0,1,0.0,0.1,0.11,42.28,0.94,2.16,44.23,0.03,30.78,1.74,0.17,1.29,0.66,0.514,3.9,0.289,1.64,0.8,5.02,0.56,7.53,10.0
1565,33,1,0,0,0.18,0.0,0.15,21.05,0.54,1.27,27.94,0.18,19.6,2.0,0.18,1.27,0.73,0.667,3.08,0.215,0.54,1.45,4.17,0.91,5.63,0.7
1566,31,0,0,1,0.08,0.0,0.14,44.29,0.17,4.91,51.75,0.0,36.53,0.54,0.03,0.82,0.4,0.5,2.82,0.307,1.38,0.17,2.48,0.14,8.78,10.0
1567,33,0,0,1,0.15,0.0,0.07,46.92,0.07,2.42,51.24,0.0,40.49,0.37,0.0,1.42,0.68,0.45899999999999996,3.76,0.3670000000000001,1.54,0.1,1.27,0.12,8.18,1.8
1568,21,0,1,0,0.0,0.23,0.12,25.93,1.0,2.86,34.97,0.0,25.32,2.39,0.54,1.47,0.69,0.265,5.79,0.221,2.01,1.16,3.94,2.47,10.42,4.0
1569,28,1,0,0,0.58,0.25,0.71,14.81,1.56,0.92,19.28,0.25,14.09,3.2,0.61,0.11,0.06,0.28600000000000003,2.5,0.28300000000000003,0.61,1.22,3.17,2.06,2.86,100.0
1570,24,0,1,0,0.06,0.06,0.15,42.23,0.71,4.47,47.35,0.18,42.05,1.97,0.12,0.83,0.77,0.39399999999999996,5.0,0.294,0.95,1.31,6.37,1.07,8.93,2.5
1571,23,0,0,1,0.0,0.03,0.06,44.94,0.55,3.36,43.38,0.03,33.62,1.37,0.09,1.4,0.76,0.49,4.18,0.335,1.31,1.34,4.03,0.61,7.38,4.0
1572,22,0,0,1,0.11,0.04,0.09,57.92,0.15,3.07,60.35,0.04,53.51,0.49,0.04,1.31,0.67,0.72,3.7,0.371,2.24,0.37,4.0,0.19,9.35,25.0
1573,25,1,0,0,0.15,0.07,0.33,29.14,1.85,1.63,32.98,0.3,26.55,3.25,0.3,0.81,0.52,0.35,3.92,0.26899999999999996,0.59,1.63,6.8,1.85,4.73,6.0
1574,32,0,1,0,0.05,0.0,0.09,37.65,0.66,5.16,43.52,0.05,33.2,2.03,0.0,1.76,0.66,0.33299999999999996,5.54,0.28300000000000003,1.1,1.43,6.15,2.36,10.76,2.5
1575,28,0,1,0,0.07,0.0,0.37,41.41,2.28,2.77,45.28,0.07,36.29,4.63,0.35,0.21,0.07,0.14300000000000002,2.9,0.218,0.62,1.94,5.67,2.21,7.95,17.0
1576,28,0,0,1,0.0,0.04,0.13,57.36,0.99,3.99,57.47,0.07,44.89,1.62,0.11,2.19,1.8,0.58,6.36,0.35200000000000004,2.01,0.64,6.08,0.71,8.87,10.0
1577,30,0,1,0,0.06,0.0,0.09,42.83,0.34,3.89,48.09,0.06,35.57,0.86,0.11,1.6,0.91,0.276,6.23,0.265,1.83,0.46,2.92,0.8,11.95,4.0
1578,24,0,0,1,0.04,0.02,0.08,76.27,0.23,5.98,79.72,0.04,69.62,0.75,0.13,0.88,0.42,0.426,2.42,0.391,1.48,0.1,7.73,0.15,7.38,75.0
1579,26,0,0,1,0.03,0.07,0.1,33.06,0.92,2.57,35.56,0.03,20.49,1.68,0.16,1.18,0.92,0.475,3.36,0.278,2.76,0.16,3.26,0.26,8.55,4.0
1580,28,1,0,0,0.03,0.16,0.24,30.23,1.79,2.34,38.69,0.03,23.73,2.72,0.35,1.38,0.61,0.413,4.64,0.309,2.18,0.86,4.29,1.06,6.34,8.0
1581,25,0,1,0,0.0,0.12,0.27,34.12,0.91,3.44,39.46,0.16,32.22,2.89,0.24,0.99,0.4,0.385,5.22,0.337,0.99,2.93,6.29,2.06,8.03,18.0
1582,24,0,1,0,0.18,0.03,0.16,54.09,1.0,7.25,62.85,0.24,44.54,2.09,0.09,2.0,1.21,0.387,6.37,0.32899999999999996,1.92,0.53,3.92,0.71,10.79,42.0
1583,30,0,0,1,0.07,0.07,0.17,35.46,0.59,2.06,39.79,0.0,28.7,1.76,0.37,1.17,0.73,0.32299999999999995,4.92,0.27899999999999997,2.13,1.98,6.46,1.76,7.93,4.0
1584,30,1,0,0,0.06,0.23,0.18,34.71,1.01,4.05,44.78,0.17,27.17,2.81,0.28,1.86,1.01,0.316,6.02,0.266,1.46,2.08,4.33,2.08,8.21,2.8
1585,29,1,0,0,0.04,0.04,0.25,15.95,0.7,1.26,20.7,0.04,14.56,1.61,0.26,1.26,0.35,0.205,5.75,0.281,1.44,1.44,2.96,1.87,5.84,1.5
1586,23,1,0,0,0.14,0.19,0.32,21.41,1.4,1.68,27.96,0.19,18.89,2.43,0.19,0.7,0.33,0.33299999999999996,5.0,0.353,1.4,2.38,4.44,1.82,7.76,11.0
1587,28,0,1,0,0.42,0.35,0.62,38.59,3.07,3.52,46.89,0.32,35.46,5.48,0.61,0.64,0.45,0.311,6.12,0.29,1.02,2.37,8.17,3.07,7.85,30.0
1588,31,0,1,0,0.0,0.14,0.31,53.89,2.65,4.68,61.9,0.14,47.71,5.02,0.14,0.88,0.07,0.083,4.95,0.40299999999999997,0.95,2.1,7.19,2.1,9.1,2.2
1589,32,0,0,1,0.0,0.04,0.06,39.49,0.39,2.36,39.49,0.08,30.73,1.06,0.16,1.22,0.9,0.535,4.87,0.37,2.0,0.08,4.12,0.47,6.04,8.0
1590,27,1,0,0,0.0,0.25,0.31,22.82,2.46,0.76,28.5,0.08,17.64,3.73,0.34,0.25,0.0,0.0,2.12,0.203,0.59,0.42,4.33,0.76,5.26,10.0
1591,29,0,0,1,0.19,0.0,0.13,32.99,0.76,1.91,37.75,0.0,25.36,1.91,0.0,0.57,0.95,0.556,1.72,0.191,2.48,0.19,4.19,0.19,6.1,2.5
1592,25,1,0,0,0.31,0.31,0.46,27.75,0.92,2.3,32.5,0.31,28.82,3.22,0.92,0.92,0.61,0.308,4.45,0.305,1.53,1.69,6.44,1.99,5.83,14.0
1593,21,0,1,0,0.07,0.15,0.14,37.74,1.12,2.38,40.79,0.0,28.88,1.64,0.15,1.12,0.97,0.382,4.76,0.264,2.16,0.89,4.69,1.12,8.11,18.0
1594,21,0,0,1,0.0,0.06,0.07,39.04,0.85,1.82,38.37,0.0,27.91,1.58,0.06,2.31,1.95,0.593,7.18,0.361,1.95,0.91,3.41,1.28,8.45,4.2
1595,26,1,0,0,0.0,0.0,0.12,35.22,1.35,2.7,41.29,0.0,33.6,2.56,0.13,0.94,0.4,0.214,7.29,0.303,0.81,1.89,9.18,2.7,7.29,3.5
1596,29,1,0,0,0.41,0.18,0.63,24.1,1.39,1.51,31.99,0.14,23.3,3.26,0.37,0.66,0.18,0.267,4.59,0.33299999999999996,1.32,2.17,6.62,2.67,5.16,85.0
1597,26,1,0,0,0.23,0.23,0.37,27.24,1.58,2.28,34.05,0.13,26.0,3.39,0.4,1.31,0.67,0.35700000000000004,4.5,0.252,0.84,2.45,6.88,2.42,7.61,25.0
1598,19,0,0,1,0.12,0.06,0.06,45.26,0.23,2.11,51.42,0.0,38.99,0.35,0.06,1.35,0.59,0.435,5.69,0.483,1.52,0.18,2.05,0.23,10.67,4.0
1599,26,0,0,1,0.0,0.08,0.06,32.45,0.5,2.5,34.28,0.0,24.11,1.08,0.17,1.0,0.5,0.33299999999999996,3.0,0.24,1.84,1.5,5.34,0.42,6.76,1.2
1600,26,0,1,0,0.2,0.1,0.13,28.74,0.41,2.45,34.77,0.0,24.34,1.43,0.1,1.74,0.72,0.389,5.01,0.292,1.43,1.84,2.56,1.74,7.77,1.8
1601,23,0,1,0,0.11,0.0,0.11,39.67,0.77,2.84,46.34,0.0,35.03,2.02,0.22,1.37,1.09,0.4,6.67,0.391,1.37,0.55,4.26,2.24,11.69,3.5
1602,21,0,1,0,0.0,0.0,0.06,66.09,0.48,2.85,69.76,0.0,62.42,0.95,0.0,1.63,0.61,0.265,6.93,0.33399999999999996,1.15,0.75,2.51,1.49,7.95,1.0
1603,32,1,0,0,0.0,0.0,0.16,14.34,0.44,0.89,19.66,0.0,9.01,1.48,0.0,0.3,0.3,0.25,5.47,0.298,0.74,0.15,1.03,0.89,3.69,5.0
1604,37,0,1,0,0.18,0.35,0.28,53.47,1.59,6.18,54.18,0.35,44.29,2.65,0.35,1.06,0.18,0.5,3.88,0.361,1.06,0.18,6.35,0.0,9.18,0.3
1605,23,0,0,1,0.0,0.0,0.09,44.1,0.98,2.79,48.14,0.05,30.55,1.75,0.16,1.2,0.71,0.361,3.83,0.35,2.13,0.27,3.72,0.87,8.58,1.3
1606,29,0,1,0,0.0,0.16,0.09,30.92,0.73,1.77,36.81,0.05,26.02,1.46,0.26,0.94,0.57,0.379,4.48,0.33,2.09,1.04,4.12,1.2,7.51,1.3
1607,30,1,0,0,0.04,0.04,0.16,14.49,0.77,0.56,22.43,0.0,12.73,1.42,0.17,0.6,0.39,0.391,3.73,0.244,1.29,0.39,3.13,1.03,5.62,2.0
1608,24,1,0,0,0.24,0.0,0.32,18.74,0.48,2.03,28.77,0.0,17.19,1.43,0.0,0.36,0.12,0.14300000000000002,4.89,0.263,0.95,2.27,3.22,2.51,4.77,6.0
1609,27,0,0,1,0.0,0.0,0.06,41.04,0.2,2.19,44.49,0.07,34.77,0.78,0.07,1.47,0.78,0.49,3.1,0.263,2.09,0.29,2.74,0.55,7.21,16.0
1610,26,1,0,0,0.0,0.0,0.16,29.17,0.93,1.99,34.14,0.0,27.93,2.3,0.25,1.06,0.87,0.326,5.96,0.257,1.68,1.74,5.96,1.99,7.08,5.5
1611,22,1,0,0,0.29,0.23,0.49,24.59,1.74,0.75,32.42,0.23,25.57,3.02,0.41,0.64,0.17,0.158,4.29,0.312,1.1,3.77,9.39,1.97,5.34,20.0
1612,33,1,0,0,0.0,0.0,0.1,16.02,0.52,0.65,19.28,0.0,11.98,1.69,0.52,0.26,0.13,0.2,2.08,0.2,0.39,0.13,1.43,1.95,3.13,1.2
1613,24,1,0,0,0.27,0.09,0.24,22.32,0.82,1.82,27.69,0.0,20.95,2.73,0.18,1.82,0.55,0.5,4.19,0.322,1.18,3.37,6.29,3.55,5.19,7.0
1614,25,0,1,0,0.0,0.0,0.17,34.25,0.31,1.23,39.93,0.0,31.79,1.08,0.0,2.46,1.54,0.5,6.14,0.21600000000000005,0.77,0.46,1.84,1.23,9.06,0.75
1615,28,0,0,1,0.0,0.0,0.01,80.65,0.14,4.74,82.47,0.0,76.05,0.84,0.0,0.7,0.42,0.6,3.21,0.359,1.67,0.14,5.58,0.14,9.63,5.0
1616,20,0,1,0,0.09,0.09,0.03,47.01,0.35,5.06,50.06,0.0,43.26,1.22,0.17,1.66,0.7,0.47100000000000003,5.76,0.295,1.57,0.44,4.62,0.7,8.81,9.0
1617,26,1,0,0,0.29,0.0,0.22,17.76,0.81,1.04,21.12,0.0,16.77,2.61,0.12,0.41,0.12,0.222,3.66,0.23199999999999998,1.16,1.57,3.13,1.39,4.7,3.5
1618,21,0,1,0,0.07,0.04,0.15,42.62,1.13,4.33,46.69,0.11,38.29,1.78,0.15,1.35,0.8,0.478,5.71,0.29,1.67,1.09,4.26,1.16,9.46,27.0
1619,28,0,1,0,0.09,0.09,0.14,46.34,0.95,4.49,51.69,0.0,37.79,2.07,0.35,1.47,0.6,0.467,4.49,0.311,1.47,0.26,3.19,0.43,11.91,2.0
1620,25,0,1,0,0.08,0.16,0.23,40.15,0.63,4.23,45.94,0.08,33.81,1.17,0.23,2.5,1.02,0.39399999999999996,8.61,0.324,2.03,1.25,3.6,1.02,8.69,3.0
1621,26,1,0,0,0.48,0.15,0.35,15.76,0.54,0.63,21.63,0.0,11.58,1.35,0.3,0.72,0.18,0.171,4.27,0.23,0.72,0.27,1.53,1.17,4.21,15.0
1622,24,0,1,0,0.05,0.0,0.09,38.46,0.52,2.84,42.49,0.05,33.03,1.4,0.05,2.38,1.29,0.35700000000000004,7.75,0.302,2.17,0.47,2.07,0.72,11.58,6.5
1623,28,1,0,0,0.23,0.23,0.51,20.35,1.63,1.05,26.86,0.0,18.49,3.6,0.7,1.63,1.16,0.4,4.53,0.253,0.7,0.93,5.12,2.56,5.47,3.5
1624,24,1,0,0,0.73,0.11,0.49,19.62,0.73,1.06,24.82,0.11,16.43,2.01,0.39,0.28,0.06,0.071,3.91,0.255,0.73,0.95,1.34,1.34,3.75,22.0
1625,25,0,1,0,0.03,0.03,0.16,36.17,0.93,3.17,40.86,0.06,32.69,2.17,0.09,1.06,0.5,0.29600000000000004,5.68,0.298,1.99,1.02,5.4,0.81,8.82,5.0
1626,27,0,1,0,0.09,0.09,0.2,41.32,1.0,2.27,47.46,0.0,33.25,1.39,0.17,2.31,1.66,0.535,5.88,0.281,2.4,0.39,2.4,1.05,8.5,40.0
1627,34,0,0,1,0.0,0.0,0.0,31.78,0.0,1.78,35.78,0.0,25.78,0.22,0.0,0.0,0.0,0.0,1.0,0.243,2.0,0.11,0.78,0.0,8.44,0.9
1628,25,0,1,0,0.11,0.05,0.14,42.34,0.48,4.67,46.93,0.03,40.14,1.15,0.16,1.13,0.78,0.40299999999999997,4.0,0.27699999999999997,1.88,1.21,4.7,1.18,8.18,35.0
1629,28,0,0,1,0.06,0.06,0.12,35.42,0.71,1.96,38.56,0.0,29.66,1.19,0.12,0.89,0.77,0.5,3.26,0.281,1.25,1.01,3.44,0.42,7.83,3.5
1630,33,0,0,1,0.0,0.08,0.13,32.74,0.84,2.85,35.18,0.04,22.72,1.68,0.2,1.4,1.2,0.545,4.25,0.33,2.0,0.84,3.61,1.4,8.62,5.0
1631,24,0,1,0,0.05,0.05,0.15,30.85,0.56,2.61,36.52,0.05,26.97,1.48,0.1,2.09,1.43,0.35,7.15,0.268,1.79,0.31,1.17,0.77,8.07,15.0
1632,22,0,0,1,0.05,0.0,0.06,41.5,0.0,1.22,46.6,0.0,35.73,0.0,0.0,0.59,0.59,0.48100000000000004,3.07,0.366,1.99,0.18,0.5,0.09,7.76,14.0
1633,30,1,0,0,0.26,0.09,0.47,11.86,0.26,0.69,15.92,0.0,8.48,1.21,0.35,0.52,0.26,0.429,3.72,0.319,0.61,0.43,1.82,1.64,3.46,4.5
1634,31,0,1,0,0.0,0.0,0.02,18.9,0.12,1.56,24.32,0.0,15.09,0.5,0.0,1.31,0.81,0.33299999999999996,6.24,0.317,1.75,0.19,0.81,1.0,9.17,1.0
