,Age,Foward,Midfielder,Defender,Goals,Assists,npxG+xA,Passes Completed,Key Passes,Passes into Final Third,Live-ball passes,Through Balls,Ground passes,Shot-Creating Actions,Goal-Creating Actions,Tackles Won,Dribblers Tackled,% of dribblers tackled,Successful Pressures,Successful Pressure %,Blocks,Dribbles Completed,Progressive Carries,Dispossessed,Ball Recoveries,Market value
419,33,0,0,1,0.04,0.0,0.08,42.77,0.13,1.99,48.83,0.0,35.77,0.56,0.0,0.87,0.52,0.462,2.85,0.353,1.51,0.35,1.86,0.22,9.95,1.5
420,22,0,0,1,0.05,0.1,0.14,39.54,0.65,3.26,41.99,0.1,29.21,1.65,0.3,1.4,1.55,0.608,3.31,0.24100000000000002,1.65,0.75,5.51,0.45,7.67,10.0
421,25,1,0,0,0.57,0.09,0.84,22.9,1.39,2.05,31.83,0.22,22.55,3.48,0.44,0.83,0.35,0.18600000000000005,5.83,0.265,0.91,1.61,5.53,2.35,5.62,45.0
422,29,0,0,1,0.0,0.08,0.11,67.68,0.88,5.63,68.49,0.27,56.66,1.91,0.19,1.95,1.42,0.597,4.4,0.3720000000000001,1.34,0.42,4.86,0.69,10.68,8.0
423,24,0,1,0,0.05,0.13,0.12,42.61,0.88,3.04,48.01,0.05,38.92,1.81,0.3,1.46,0.58,0.307,6.78,0.326,1.86,0.65,4.67,0.93,10.85,15.0
424,24,1,0,0,0.16,0.12,0.35,18.66,0.73,1.1,24.24,0.0,17.48,1.87,0.33,0.65,0.29,0.28,3.59,0.264,0.69,2.2,4.56,2.2,5.22,13.0
425,22,0,0,1,0.12,0.12,0.2,49.3,1.35,2.58,53.24,0.0,39.47,1.72,0.25,0.74,0.49,0.308,3.69,0.361,2.21,0.61,7.87,0.49,9.96,5.0
426,26,0,1,0,0.12,0.0,0.23,26.05,0.86,2.45,34.36,0.0,23.72,1.59,0.0,1.1,0.37,0.429,3.18,0.245,1.59,0.49,2.69,1.35,7.83,0.9
427,27,1,0,0,0.62,0.28,0.55,33.54,1.97,2.71,41.99,0.19,30.7,4.4,0.62,0.81,0.53,0.321,4.55,0.28,1.56,1.09,7.14,1.44,6.43,35.0
428,34,0,0,1,0.21,0.03,0.04,43.56,0.38,3.65,49.26,0.0,34.93,0.7,0.07,1.43,0.73,0.47700000000000004,3.9,0.327,1.81,0.21,4.52,0.28,10.82,1.5
429,26,0,0,1,0.03,0.0,0.07,27.58,0.17,2.12,31.92,0.0,21.66,0.4,0.0,0.53,0.4,0.632,1.59,0.302,1.72,0.1,1.59,0.13,8.58,12.0
430,24,1,0,0,0.33,0.0,0.51,14.27,0.5,0.71,20.29,0.04,10.96,1.59,0.29,0.38,0.08,0.222,2.43,0.239,1.0,0.46,1.76,1.46,3.72,45.0
431,27,0,1,0,0.04,0.09,0.16,30.97,0.44,3.62,40.25,0.04,26.14,1.74,0.22,1.7,0.65,0.263,6.4,0.318,1.96,0.3,2.7,0.78,12.59,6.0
432,21,1,0,0,0.43,0.34,0.64,40.43,2.93,2.41,46.12,0.0,33.79,5.26,1.12,1.03,0.86,0.47600000000000003,7.16,0.3670000000000001,2.33,0.95,5.95,1.98,7.41,25.0
433,24,0,1,0,0.13,0.13,0.33,39.0,0.88,2.78,45.32,0.13,37.36,1.89,0.25,1.77,0.88,0.304,5.93,0.341,0.88,1.64,3.79,1.64,8.96,25.0
434,22,1,0,0,0.37,0.0,0.39,22.48,0.86,1.16,27.26,0.0,23.4,2.45,0.31,0.61,0.31,0.455,3.86,0.34600000000000003,1.04,1.41,6.49,2.02,5.39,30.0
435,23,0,1,0,0.0,0.13,0.12,36.95,0.91,3.23,40.46,0.03,29.87,1.79,0.16,1.47,0.63,0.299,5.45,0.272,2.0,0.72,3.1,0.75,11.46,35.0
436,34,1,0,0,0.67,0.18,0.47,21.0,1.9,1.78,25.47,0.18,18.55,3.37,0.43,0.61,0.12,0.095,4.71,0.245,0.37,0.55,2.82,1.1,3.73,7.0
437,25,0,0,1,0.0,0.03,0.04,60.27,0.2,3.25,65.56,0.17,54.07,0.3,0.03,0.6,0.47,0.43799999999999994,2.38,0.345,1.31,0.07,2.98,0.07,8.01,18.0
438,33,1,0,0,0.36,0.27,0.88,31.82,3.64,2.0,41.27,0.36,30.45,6.27,0.82,0.36,0.45,0.5,4.36,0.331,1.0,1.36,7.0,2.18,4.91,16.0
439,21,1,0,0,0.78,0.12,0.47,12.67,0.76,0.59,17.36,0.07,11.16,2.01,0.33,0.17,0.09,0.25,2.62,0.23399999999999999,0.69,1.02,1.92,2.91,3.41,50.0
440,30,1,0,0,0.67,0.37,0.81,21.19,1.6,1.01,26.03,0.05,21.43,3.57,0.67,0.27,0.08,0.25,2.66,0.29,0.83,1.54,5.8,3.14,3.65,33.0
441,32,1,0,0,0.17,0.17,0.44,15.59,1.01,0.0,18.44,0.0,12.74,2.18,0.17,0.67,0.17,0.2,3.85,0.23199999999999998,0.5,0.17,1.01,0.5,4.86,4.0
442,22,1,0,0,0.05,0.13,0.22,25.1,1.45,2.0,32.75,0.13,22.84,2.51,0.26,0.79,0.42,0.21600000000000005,4.27,0.23399999999999999,2.19,1.74,5.27,1.69,8.41,22.0
443,26,0,0,1,0.08,0.03,0.05,39.9,0.2,2.78,44.79,0.08,35.84,0.65,0.05,1.28,0.7,0.5489999999999999,4.49,0.39299999999999996,1.55,0.43,2.73,0.4,8.12,6.0
444,23,0,1,0,0.13,0.18,0.18,31.36,1.39,2.65,35.17,0.09,30.19,3.01,0.45,0.76,0.49,0.3670000000000001,3.32,0.275,1.08,2.11,5.65,1.57,6.24,20.0
445,21,1,0,0,0.12,0.0,0.46,23.12,1.24,1.48,31.03,0.37,22.01,2.6,0.0,0.62,0.25,0.2,4.82,0.257,1.24,1.85,5.93,3.34,7.54,4.0
446,20,1,0,0,0.17,0.0,0.38,22.0,0.87,1.83,30.2,0.09,19.55,2.36,0.26,0.17,0.17,1.0,3.58,0.33899999999999997,1.05,0.96,3.4,2.53,6.29,8.5
447,30,1,0,0,0.2,0.29,0.35,47.44,2.25,2.15,51.64,0.2,44.9,4.3,0.29,0.49,0.39,0.33299999999999996,2.54,0.257,0.68,2.44,9.18,1.76,3.9,25.0
448,23,0,0,1,0.03,0.06,0.11,52.22,0.22,2.92,55.06,0.03,46.11,0.58,0.17,1.16,0.83,0.484,3.25,0.363,1.65,0.33,1.62,0.3,7.1,40.0
449,24,0,1,0,0.0,0.07,0.06,50.64,0.0,1.51,53.6,0.0,46.65,0.41,0.07,1.03,0.76,0.524,2.61,0.345,1.17,0.41,1.79,0.14,6.26,5.0
450,31,1,0,0,0.19,0.0,0.28,12.47,0.88,0.51,20.05,0.0,10.42,1.67,0.0,0.88,0.47,0.23800000000000002,3.95,0.218,0.98,1.16,2.79,1.35,6.0,1.5
451,25,0,1,0,0.0,0.12,0.2,29.96,1.42,2.01,36.09,0.0,25.48,2.24,0.12,0.71,0.24,0.28600000000000003,4.84,0.331,2.01,0.83,2.36,1.89,8.26,3.5
452,35,1,0,0,0.57,0.14,0.73,19.24,1.5,1.05,25.54,0.08,16.1,2.8,0.42,0.37,0.23,0.444,2.99,0.276,0.82,1.02,3.31,1.64,3.79,4.0
453,34,1,0,0,0.68,0.2,0.71,18.27,0.98,1.07,22.23,0.2,16.76,2.1,0.39,0.88,0.29,0.4,4.69,0.322,0.59,0.49,1.03,0.68,4.25,6.0
454,22,0,0,1,0.06,0.0,0.05,75.82,0.12,4.13,81.32,0.06,69.33,0.82,0.0,1.24,0.94,0.484,4.4,0.35200000000000004,2.16,0.55,4.58,0.36,11.6,40.0
455,25,0,1,0,0.0,0.11,0.15,32.19,1.52,3.58,41.31,0.0,27.52,3.31,0.22,0.71,0.43,0.19,5.65,0.337,1.57,1.79,4.4,1.41,12.0,3.5
456,24,0,1,0,0.0,0.21,0.33,29.23,2.3,3.55,34.66,0.1,22.03,3.45,0.21,1.88,0.84,0.276,7.83,0.318,1.25,0.94,3.24,1.46,8.67,3.0
457,19,0,1,0,0.04,0.08,0.13,53.9,0.56,5.93,58.86,0.15,50.22,1.54,0.19,2.48,0.94,0.32899999999999996,7.02,0.263,1.58,1.58,6.27,1.54,8.19,55.0
458,26,0,1,0,0.11,0.0,0.15,31.68,0.32,3.53,37.67,0.11,28.89,1.18,0.0,0.21,0.21,0.222,3.1,0.23,1.07,0.75,3.32,0.96,8.45,1.7
459,20,1,0,0,0.2,0.13,0.23,16.97,0.65,1.04,23.02,0.07,14.37,1.24,0.2,0.78,0.39,0.462,4.16,0.23800000000000002,1.3,0.59,2.08,1.43,4.03,6.5
460,28,1,0,0,0.45,0.22,0.38,26.25,0.78,1.89,31.04,0.22,25.03,1.67,0.33,1.89,0.89,0.28600000000000003,6.79,0.293,2.45,0.78,5.23,2.23,6.12,1.5
461,26,1,0,0,0.38,0.19,0.47,18.28,1.23,0.9,24.97,0.09,16.47,2.37,0.47,0.85,0.19,0.2,5.7,0.264,0.95,0.81,2.56,1.76,5.03,14.0
462,22,0,1,0,0.28,0.09,0.3,37.56,0.98,1.73,40.64,0.0,35.46,2.19,0.33,0.79,0.7,0.441,4.29,0.293,1.21,1.03,5.79,1.4,5.18,17.0
463,19,0,1,0,0.1,0.1,0.19,33.72,0.52,2.51,39.26,0.0,29.97,1.46,0.31,1.88,0.73,0.43799999999999994,5.53,0.29100000000000004,1.25,1.46,2.4,0.84,8.77,8.0
464,26,0,1,0,0.16,0.06,0.17,42.61,0.61,2.81,46.19,0.1,35.03,1.16,0.13,1.97,1.16,0.486,5.61,0.326,2.55,0.61,1.84,0.74,11.77,13.0
465,27,0,0,1,0.03,0.03,0.07,51.23,0.51,3.01,51.98,0.12,42.32,1.13,0.09,1.07,0.89,0.545,3.01,0.298,1.58,0.86,3.91,0.51,7.69,13.0
466,24,0,1,0,0.15,0.04,0.22,20.43,1.24,1.89,28.35,0.04,19.04,2.12,0.19,1.08,0.7,0.34600000000000003,5.49,0.29600000000000004,2.39,0.7,3.01,1.66,8.92,4.0
467,21,1,0,0,0.0,0.25,0.28,41.64,1.82,4.03,48.99,0.31,36.67,3.14,0.44,1.07,0.31,0.2,4.59,0.251,0.69,1.57,7.55,1.26,8.05,6.0
468,22,0,0,1,0.03,0.11,0.09,44.94,0.71,2.0,44.8,0.03,34.41,1.58,0.14,1.78,1.3,0.535,4.94,0.27,2.12,0.76,4.94,0.9,7.48,25.0
469,27,0,0,1,0.13,0.06,0.14,61.47,0.91,3.3,62.05,0.0,49.56,2.01,0.19,1.16,0.65,0.588,2.39,0.319,1.49,1.04,6.02,0.84,7.57,14.0
470,24,1,0,0,0.11,0.23,0.32,26.84,1.71,2.74,31.98,0.23,25.01,2.97,0.46,1.83,0.57,0.25,5.82,0.271,0.69,1.37,4.8,2.51,6.4,35.0
471,30,1,0,0,0.41,0.16,0.46,28.97,1.67,2.2,33.49,0.37,26.85,3.62,0.33,0.73,0.28,0.179,5.66,0.303,1.22,1.1,4.76,1.55,4.84,20.0
472,27,0,0,1,0.06,0.06,0.03,27.29,0.29,1.73,29.94,0.0,21.4,0.69,0.06,0.75,0.69,0.353,3.35,0.29,2.31,0.12,2.19,0.23,5.88,3.5
473,21,0,1,0,0.2,0.22,0.28,34.64,1.37,1.88,38.67,0.11,33.74,2.69,0.45,0.62,0.25,0.29,3.67,0.271,0.95,1.09,5.77,1.34,6.13,28.0
474,28,1,0,0,0.09,0.09,0.39,23.26,0.98,0.89,26.57,0.0,20.84,1.34,0.18,0.72,0.27,0.25,2.51,0.22399999999999998,1.25,1.34,4.56,1.52,4.12,4.0
475,24,1,0,0,0.35,0.35,0.39,15.42,1.16,0.75,21.79,0.06,14.6,2.9,0.52,1.16,0.52,0.33299999999999996,4.87,0.218,1.22,2.09,4.52,2.09,5.56,5.0
476,27,1,0,0,0.16,0.11,0.3,25.13,0.73,0.86,29.49,0.05,24.92,1.59,0.24,0.65,0.38,0.483,3.92,0.3,0.89,0.99,3.79,1.64,5.91,2.5
477,31,1,0,0,0.0,0.16,0.17,16.16,0.79,0.79,20.6,0.0,13.31,1.58,0.48,0.48,0.0,0.0,3.01,0.207,0.95,0.32,1.43,1.11,3.01,0.7
478,27,0,1,0,0.08,0.12,0.08,56.83,0.42,4.91,62.7,0.15,49.01,1.19,0.19,1.96,0.65,0.405,5.02,0.386,1.88,1.53,5.1,0.84,10.24,26.0
479,31,0,0,1,0.0,0.05,0.11,36.95,0.77,2.64,40.41,0.09,27.95,1.23,0.09,0.59,0.73,0.364,2.82,0.198,1.82,1.05,4.0,0.95,7.77,2.2
480,24,1,0,0,0.35,0.09,0.29,13.64,0.78,1.39,20.95,0.09,10.91,2.21,0.13,0.61,0.22,0.185,5.58,0.225,1.17,0.91,1.73,2.29,3.94,7.0
481,26,0,1,0,0.16,0.11,0.17,34.1,1.23,3.15,39.98,0.16,29.72,2.78,0.27,1.28,0.59,0.275,4.92,0.289,0.86,2.3,4.65,2.41,7.75,12.0
482,23,0,1,0,0.17,0.0,0.25,31.53,0.68,2.37,41.69,0.17,30.34,2.71,0.17,1.53,1.36,0.348,7.29,0.316,2.88,0.34,3.39,0.85,9.83,20.0
483,24,0,0,1,0.04,0.0,0.08,47.88,0.63,3.39,48.6,0.04,36.18,1.47,0.04,1.21,0.94,0.382,3.13,0.348,1.65,0.67,5.05,0.71,7.82,3.2
484,23,0,1,0,0.17,0.0,0.25,31.53,0.68,2.37,41.69,0.17,30.34,2.71,0.17,1.53,1.36,0.348,7.29,0.316,2.88,0.34,3.39,0.85,9.83,20.0
485,21,0,1,0,0.0,0.24,0.24,37.1,1.68,3.45,41.49,0.2,32.95,3.25,0.35,1.88,0.9,0.27699999999999997,5.99,0.247,1.25,1.68,6.07,2.47,8.19,5.0
486,29,0,0,1,0.08,0.0,0.03,34.44,0.08,1.51,36.98,0.0,27.7,0.16,0.0,0.56,0.32,0.267,2.7,0.304,1.67,0.08,1.11,0.08,7.54,1.5
487,27,0,0,1,0.0,0.0,0.07,50.29,0.2,2.59,56.44,0.06,43.86,0.73,0.06,0.56,0.31,0.5,1.66,0.282,1.89,0.08,2.2,0.0,8.43,22.0
488,20,0,0,1,0.0,0.0,0.02,68.62,0.2,6.73,70.93,0.0,64.27,0.92,0.0,0.66,0.46,0.33299999999999996,3.7,0.315,1.72,0.07,5.81,0.07,6.66,20.0
489,32,1,0,0,0.85,0.0,0.62,19.64,1.19,1.02,24.21,0.08,18.97,2.54,0.17,0.93,0.25,0.3,4.91,0.305,0.68,2.29,3.05,1.95,5.33,3.5
490,27,0,1,0,0.05,0.18,0.15,39.07,1.2,3.26,41.74,0.0,32.31,1.79,0.32,1.2,0.78,0.37,4.18,0.301,1.93,0.55,2.25,0.46,9.47,9.0
491,29,0,0,1,0.05,0.15,0.2,33.27,0.7,1.95,37.18,0.1,24.25,1.55,0.35,1.1,1.0,0.41700000000000004,4.56,0.33799999999999997,1.65,0.5,4.11,0.9,7.72,2.5
492,29,1,0,0,0.31,0.18,0.43,38.02,1.47,1.9,43.16,0.31,35.57,3.49,0.43,2.02,0.67,0.3670000000000001,6.49,0.3,1.59,2.2,8.82,3.24,6.73,20.0
493,33,0,0,1,0.0,0.08,0.05,31.68,0.38,2.48,33.7,0.08,20.87,1.05,0.23,2.1,1.5,0.435,4.35,0.284,3.15,0.3,2.55,0.83,8.63,1.5
494,21,1,0,0,1.06,0.3,0.89,14.36,1.0,0.52,18.07,0.09,13.14,2.56,0.7,0.33,0.03,0.125,3.8,0.306,0.61,0.91,2.86,0.97,3.32,150.0
495,23,1,0,0,0.29,0.35,0.42,9.27,0.7,0.81,15.0,0.12,9.5,1.97,0.7,0.64,0.06,0.053,5.79,0.256,1.97,0.93,2.26,2.61,4.17,9.0
496,21,0,0,1,0.0,0.08,0.07,37.89,0.57,3.09,43.11,0.11,32.02,0.99,0.08,1.6,0.8,0.382,4.19,0.263,1.98,0.34,4.08,0.65,9.45,15.0
497,28,0,0,1,0.07,0.07,0.14,42.74,0.57,2.22,45.47,0.0,30.36,0.79,0.07,1.22,0.57,0.5,2.94,0.369,1.15,0.07,1.15,0.29,11.03,7.0
498,33,0,1,0,0.08,0.03,0.07,48.56,0.23,4.57,52.77,0.05,44.77,0.9,0.03,1.19,0.65,0.35700000000000004,4.7,0.306,1.11,0.9,3.69,0.62,9.14,2.0
499,23,0,1,0,0.07,0.07,0.17,59.28,0.94,5.12,65.84,0.29,54.09,2.31,0.43,2.31,1.37,0.38799999999999996,7.36,0.32299999999999995,2.31,0.65,2.88,1.3,11.9,15.0
500,27,1,0,0,0.23,0.0,0.31,12.5,0.57,1.38,20.18,0.0,7.8,1.72,0.34,0.46,0.34,0.429,3.9,0.29600000000000004,1.49,0.11,1.95,1.26,4.7,9.0
501,29,0,0,1,0.09,0.14,0.15,47.16,0.92,2.67,49.0,0.09,34.88,2.12,0.28,1.61,1.2,0.39399999999999996,5.66,0.278,1.56,0.6,4.65,0.78,8.42,5.0
502,24,0,0,1,0.05,0.0,0.08,29.7,0.1,1.25,32.97,0.03,25.35,0.25,0.0,0.7,0.27,0.5,2.22,0.342,2.02,0.22,0.67,0.17,7.27,25.0
503,34,1,0,0,0.22,0.06,0.36,15.74,1.03,1.87,27.49,0.06,10.39,1.93,0.16,0.31,0.22,0.20600000000000002,4.7,0.276,0.72,0.47,1.8,1.31,4.88,0.8
504,23,0,1,0,0.0,0.0,0.04,27.5,0.37,2.77,36.01,0.0,22.34,0.96,0.0,1.54,0.9,0.34700000000000003,5.05,0.23600000000000002,2.13,1.06,2.02,1.33,13.51,1.0
505,35,1,0,0,0.33,0.13,0.34,25.4,1.18,1.71,31.31,0.13,19.5,3.09,0.26,1.05,0.46,0.184,3.94,0.249,1.25,1.51,6.17,2.43,7.42,1.5
506,25,0,1,0,0.2,0.07,0.19,67.48,1.54,7.16,73.65,0.17,58.04,3.59,0.35,1.29,0.62,0.284,5.0,0.305,1.29,0.59,6.86,0.69,7.75,45.0
507,29,0,0,1,0.07,0.07,0.03,26.92,0.07,2.66,34.5,0.07,20.34,0.93,0.13,0.6,0.6,0.45,2.86,0.39399999999999996,1.4,0.53,2.59,0.27,8.77,9.0
508,25,0,0,1,0.13,0.03,0.09,38.23,0.62,1.78,39.13,0.0,29.26,1.44,0.13,1.57,0.67,0.51,4.59,0.337,2.5,1.96,6.88,1.34,8.12,8.0
509,34,0,1,0,0.04,0.04,0.1,59.17,0.79,4.0,65.63,0.04,50.25,1.33,0.04,2.21,1.17,0.318,7.38,0.292,1.42,0.46,3.58,0.63,11.75,0.8
510,28,0,1,0,0.03,0.03,0.06,60.6,0.24,5.37,65.29,0.08,52.7,1.03,0.16,1.65,0.79,0.414,4.53,0.317,1.49,0.27,5.56,0.54,11.39,60.0
511,24,0,0,1,0.0,0.0,0.04,24.16,0.5,1.73,26.97,0.07,16.44,0.94,0.07,1.08,1.08,0.5,5.12,0.278,2.45,0.43,2.52,0.58,5.48,3.5
512,38,1,0,0,0.33,0.11,0.33,16.62,0.89,1.52,22.58,0.0,13.55,2.0,0.3,0.3,0.0,0.0,3.52,0.251,0.52,0.81,2.44,1.55,4.48,1.0
513,19,1,0,0,0.29,0.21,0.39,13.91,0.71,0.43,18.19,0.0,11.62,2.07,0.29,0.43,0.21,0.33299999999999996,4.85,0.27899999999999997,0.86,0.86,2.07,1.14,4.64,25.0
514,22,0,0,1,0.07,0.0,0.06,63.62,0.3,5.61,67.85,0.0,58.42,1.12,0.0,1.61,1.23,0.623,4.45,0.37,2.21,0.45,6.25,0.71,9.99,10.0
515,19,1,0,0,0.0,0.0,0.13,13.59,0.59,1.17,19.12,0.0,13.08,1.34,0.0,0.75,0.42,0.25,3.94,0.203,1.34,2.35,5.54,2.52,6.46,6.0
516,23,0,0,1,0.0,0.0,0.11,52.65,0.35,3.62,56.38,0.0,40.74,1.17,0.12,0.93,0.82,0.5,4.09,0.35,1.63,2.22,6.42,0.93,7.47,9.0
517,28,0,0,1,0.0,0.03,0.06,19.37,0.29,2.01,24.38,0.13,14.39,0.74,0.13,0.91,0.55,0.415,3.4,0.293,1.75,0.29,1.23,0.32,6.6,3.0
518,28,0,1,0,0.22,0.26,0.32,32.57,2.41,4.12,41.48,0.22,28.42,4.27,0.45,0.52,0.33,0.196,3.78,0.3,1.0,1.34,6.68,1.74,7.42,5.5
519,27,0,1,0,0.0,0.0,0.24,25.79,1.11,1.94,34.25,0.14,24.41,2.08,0.0,0.97,0.69,0.41700000000000004,5.27,0.233,1.94,2.22,6.66,1.39,8.46,2.0
520,28,0,0,1,0.0,0.08,0.1,37.86,0.5,1.73,38.82,0.04,29.81,0.77,0.08,0.62,0.31,0.381,2.97,0.3,1.81,0.15,2.35,0.19,7.66,1.5
521,27,1,0,0,0.0,0.36,0.34,36.71,2.07,3.1,41.31,0.1,31.96,3.82,0.46,0.83,0.41,0.258,4.03,0.27899999999999997,1.39,1.91,6.4,1.55,7.02,15.0
522,24,1,0,0,0.37,0.07,0.24,19.82,0.3,1.11,22.78,0.07,17.45,1.77,0.22,0.89,0.44,0.353,3.92,0.242,0.96,1.11,2.22,1.7,5.77,4.0
523,24,1,0,0,0.4,0.17,0.45,24.29,1.56,1.7,28.72,0.14,21.26,3.63,0.57,1.39,0.77,0.42200000000000004,4.68,0.319,0.96,1.76,6.12,1.67,5.16,70.0
524,27,1,0,0,0.37,0.0,0.27,17.83,1.6,1.97,26.31,0.0,16.72,3.07,0.25,0.61,0.25,0.16699999999999998,5.04,0.289,1.11,0.74,4.06,2.21,5.9,2.5
525,24,0,0,1,0.22,0.1,0.37,49.73,2.41,4.06,53.19,0.03,37.85,3.87,0.25,0.89,0.38,0.387,2.79,0.282,1.43,0.41,5.84,0.76,8.1,13.0
526,34,0,0,1,0.18,0.0,0.04,64.05,0.0,5.63,71.31,0.36,57.88,0.54,0.0,0.73,0.18,0.5,2.9,0.34,1.63,0.54,7.44,0.18,9.07,0.8
527,23,0,1,0,0.0,0.05,0.19,46.77,1.27,4.72,53.4,0.09,41.73,3.04,0.32,1.04,0.59,0.28300000000000003,4.68,0.276,1.41,1.23,7.31,0.5,7.31,65.0
528,32,0,0,1,0.04,0.04,0.05,39.07,0.18,1.8,43.48,0.04,33.49,0.35,0.04,0.81,0.53,0.5770000000000001,2.19,0.271,1.59,0.18,1.27,0.21,10.2,9.0
529,28,1,0,0,0.23,0.17,0.42,37.14,1.76,1.48,45.31,0.06,36.23,3.46,0.28,1.65,0.8,0.24600000000000002,5.62,0.226,1.76,2.61,8.8,2.27,5.91,10.0
530,33,1,0,0,0.65,0.22,0.59,18.17,1.52,1.52,21.87,0.22,13.06,2.83,0.33,0.76,0.22,0.25,4.14,0.309,0.87,1.09,1.85,1.2,4.03,4.0
531,22,0,0,1,0.14,0.0,0.1,28.13,0.27,0.96,28.95,0.0,22.09,0.69,0.14,2.06,1.78,0.565,6.17,0.268,2.2,0.55,1.92,1.51,8.09,2.5
532,26,0,0,1,0.09,0.03,0.11,56.84,0.94,2.3,55.17,0.06,47.62,2.03,0.06,0.7,0.55,0.474,2.82,0.36,1.61,1.24,6.91,0.97,6.24,50.0
533,36,0,1,0,0.06,0.17,0.19,59.46,1.16,7.92,66.4,0.17,53.68,2.6,0.35,1.79,0.87,0.326,5.84,0.313,1.5,0.75,8.1,0.75,10.01,2.0
534,34,0,1,0,0.1,0.12,0.11,51.62,0.53,3.41,55.53,0.05,44.46,1.35,0.31,1.51,0.86,0.434,4.49,0.369,1.49,0.41,2.21,0.77,9.75,4.0
535,36,1,0,0,0.12,0.0,0.24,20.47,0.94,1.06,26.59,0.0,16.24,2.0,0.24,0.24,0.35,0.5,2.94,0.203,0.24,0.47,0.71,1.41,4.71,0.6
536,21,1,0,0,0.46,0.0,0.49,14.2,0.62,0.62,17.83,0.0,12.43,1.54,0.08,0.31,0.15,0.154,4.71,0.284,0.85,1.0,2.24,2.08,3.4,5.0
537,21,1,0,0,0.56,0.14,0.57,22.69,1.32,0.77,26.52,0.07,22.0,2.78,0.49,0.56,0.42,0.33299999999999996,5.01,0.314,1.53,1.32,3.41,1.81,4.04,50.0
538,32,1,0,0,0.19,0.1,0.26,32.13,1.74,2.81,38.75,0.1,27.93,2.97,0.19,1.07,0.61,0.264,4.42,0.3,1.0,1.55,6.39,2.03,6.01,2.0
539,23,0,0,1,0.05,0.0,0.04,48.3,0.03,1.67,51.94,0.0,43.42,0.37,0.03,1.33,0.55,0.5379999999999999,4.49,0.364,2.19,0.26,1.44,0.21,7.76,40.0
540,29,0,1,0,0.17,0.17,0.45,29.93,1.92,1.61,36.46,0.09,30.49,3.88,0.52,0.83,0.26,0.353,4.88,0.282,0.96,1.35,6.27,2.66,5.45,9.0
541,29,0,1,0,0.17,0.54,0.57,35.16,3.34,2.44,44.61,0.1,27.99,4.39,0.71,0.97,0.66,0.32899999999999996,4.73,0.306,2.02,1.24,8.33,1.36,8.14,20.0
542,29,1,0,0,0.0,0.0,0.09,11.18,0.0,0.7,19.22,0.0,10.84,0.7,0.17,1.05,0.7,0.364,4.19,0.207,1.57,0.52,4.72,0.7,4.72,0.9
543,26,0,1,0,0.25,0.13,0.31,24.79,1.53,1.78,31.91,0.25,22.5,2.8,0.25,0.76,0.64,0.41700000000000004,4.32,0.231,1.27,1.02,5.47,1.53,8.39,1.5
544,22,0,1,0,0.0,0.0,0.17,40.29,0.92,1.48,43.61,0.0,35.85,2.03,0.18,0.55,0.55,0.429,4.44,0.203,1.29,1.85,5.36,1.48,6.65,0.9
545,28,0,1,0,0.13,0.22,0.32,48.72,1.48,5.42,55.21,0.31,43.66,3.9,0.4,1.57,0.9,0.364,4.84,0.301,1.12,1.07,8.33,1.75,8.82,5.0
546,20,0,0,1,0.05,0.0,0.05,54.64,0.11,4.94,58.19,0.0,48.69,0.64,0.0,0.8,0.96,0.563,3.13,0.284,1.65,0.27,5.26,0.21,8.07,6.0
547,30,0,1,0,0.15,0.21,0.27,37.74,1.51,3.16,41.45,0.12,33.07,2.59,0.39,0.57,0.42,0.21899999999999997,2.86,0.221,1.17,0.57,4.22,1.45,6.72,7.0
548,32,0,0,1,0.06,0.0,0.03,48.51,0.13,3.19,55.64,0.0,40.92,0.32,0.06,0.76,0.51,0.5,2.68,0.36200000000000004,2.42,0.26,1.34,0.0,8.35,0.7
549,26,0,1,0,0.0,0.04,0.1,62.35,0.65,7.23,67.02,0.08,52.65,2.05,0.19,1.6,0.61,0.32,4.34,0.332,1.94,0.65,6.16,0.3,12.74,16.0
550,29,1,0,0,0.19,0.13,0.36,25.86,2.34,2.4,34.38,0.07,23.26,3.96,0.71,0.78,0.52,0.381,3.05,0.303,1.69,1.49,4.94,1.3,7.47,3.5
551,30,0,0,1,0.03,0.03,0.08,35.97,0.18,1.94,40.97,0.03,29.82,0.55,0.09,0.82,0.48,0.615,2.64,0.344,1.39,0.3,0.97,0.09,8.94,3.0
552,25,0,0,1,0.0,0.0,0.1,50.5,0.0,3.72,56.25,0.0,43.82,0.17,0.0,0.68,0.42,0.5,2.2,0.313,1.52,0.08,2.2,0.17,6.6,1.8
553,24,0,1,0,0.2,0.1,0.21,45.39,0.9,4.42,53.22,0.3,42.2,2.21,0.23,1.11,0.84,0.325,4.15,0.34299999999999997,1.64,1.41,5.66,0.97,9.28,28.0
554,31,1,0,0,0.45,0.17,0.56,12.12,1.06,0.84,14.64,0.11,9.83,1.84,0.28,0.45,0.11,0.14300000000000002,3.52,0.27899999999999997,0.89,1.12,1.68,1.45,4.41,4.0
555,31,1,0,0,0.27,0.17,0.44,26.34,0.96,2.22,34.73,0.2,22.45,2.32,0.24,0.44,0.2,0.158,3.99,0.259,1.36,0.92,4.03,1.47,4.61,2.5
